Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,bf,bfdet,tw,twdet,twdet/2,tf,tfdet,kdes,kdet,k1,bf/2tf,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,Wno,Sw1,Qf,Qw,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W360X57.8,W360X57.8,57.8,7230,358,359,172,171,7.87,7.94,4.76,13.1,12.7,23.2,31.8,20.6,6.57,39.6,160,1010,895,149,11.1,198,129,39.4,332,330,14800,8.32,185,497,46.2,345,1200,,1370,889,1060,295,88.9,
W,W360X51,W360X51,51,6450,356,356,171,171,7.24,7.94,4.76,11.6,11.1,21.7,30.2,19.1,7.41,43.1,142,895,796,148,9.7,174,113,38.9,237,287,14800,7.33,164,441,45.7,343,1190,,1360,884,1050,295,88.9,
W,W360X44,W360X44,44,5710,351,352,171,171,6.86,6.35,3.18,9.78,9.52,19.9,28.6,19.1,8.74,45.4,121,775,688,146,8.16,147,95.4,37.8,158,238,14600,6.08,137,379,45,340,1180,,1350,871,1040,295,88.9,
W,W360X39,W360X39,39,4960,353,352,128,127,6.48,6.35,3.18,10.7,11.1,20.8,28.6,19.1,5.98,48.1,102,659,578,144,3.71,90.8,58.2,27.4,149,109,11000,3.73,111,323,33,343,1060,,1190,833,963,295,69.9,
W,W360X32.9,W360X32.9,32.9,4190,348,349,127,127,5.84,6.35,3.18,8.51,7.94,18.7,27,19.1,7.46,53.3,82.8,544,475,141,2.91,71.9,45.9,26.4,86.6,84.3,10800,2.91,87.5,264,32.3,340,1050,,1180,823,950,295,69.9,
W,W310X500,W310X500,500,63800,427,429,340,340,45.2,44.4,22.2,75.2,74.6,90.2,98.4,42.9,2.26,5.47,1690,9880,7910,163,495,4490,2900,88.1,101000,15300,29900,191,1950,4930,105,351,1760,,2100,1190,1530,232,140,
W,W310X454,W310X454,454,57700,414,416,335,337,41.4,41.3,20.6,68.8,68.3,83.8,92.1,41.3,2.45,5.98,1480,8800,7130,160,437,4000,2610,86.9,77000,13100,28900,167,1750,4380,103,345,1720,,2060,1160,1500,232,140,
W,W310X415,W310X415,415,52800,404,403,333,333,38.9,38.1,19,62.7,63.5,78,85.7,41.3,2.66,6.35,1290,7880,6440,156,390,3610,2340,85.9,59500,11300,28400,148,1570,3930,102,340,1700,,2030,1140,1470,232,140,
W,W310X375,W310X375,375,47800,391,391,330,330,35.6,34.9,17.5,57.2,57.2,72.4,79.4,38.1,2.89,6.96,1130,7010,5780,154,345,3210,2080,84.8,45000,9610,27500,130,1410,3490,99.8,335,1680,,2010,1110,1440,232,140,
W,W310X342,W310X342,342,43700,384,381,328,327,32.8,33.3,17.5,52.6,52.4,67.8,74.6,38.1,3.11,7.56,1010,6330,5260,152,309,2900,1880,84.1,34900,8380,27100,117,1280,3160,98.3,330,1660,,1990,1090,1420,232,140,
W,W310X313,W310X313,313,39900,373,375,325,324,30,30.2,15.9,48.3,47.6,63.5,71.4,36.5,3.37,8.23,891,5700,4790,150,276,2610,1700,83.3,26900,7300,26500,104,1160,2830,96.8,325,1640,,1960,1070,1400,232,140,
W,W310X283,W310X283,283,36100,366,365,323,321,26.9,27,14.3,44.2,44.4,59.2,66.7,34.9,3.65,9.16,787,5100,4310,148,245,2340,1520,82.6,20300,6340,25900,92.4,1050,2560,95.8,323,1620,,1940,1050,1380,232,140,
W,W310X253,W310X253,253,32300,356,356,320,321,24.4,23.8,12.7,39.6,39.7,54.9,61.9,33.3,4.03,10.1,687,4510,3850,146,215,2060,1350,81.8,14800,5400,25300,80.3,926,2230,94,315,1600,,1920,1030,1350,232,140,
W,W310X226,W310X226,226,28800,348,349,318,318,22.1,22.2,11.1,35.6,34.9,50.8,58.7,31.8,4.46,11.2,595,3980,3420,144,189,1820,1190,81,10700,4620,24800,69.9,821,1980,93,312,1580,,1890,1010,1330,232,140,
W,W310X202,W310X202,202,25700,340,340,315,314,20.1,20.6,11.1,31.8,31.8,47,54,31.8,4.96,12.3,516,3510,3050,142,166,1610,1050,80.3,7700,3950,24300,60.8,723,1740,91.7,310,1560,,1870,996,1310,232,140,
W,W310X179,W310X179,179,22700,333,333,312,314,18,17.5,9.52,28.2,28.6,43.2,50.8,30.2,5.57,13.7,445,3050,2670,140,144,1400,918,79.5,5370,3330,23800,52.4,633,1510,90.4,305,1540,,1850,978,1290,232,140,
W,W310X158,W310X158,158,20100,328,327,310,311,15.5,15.9,7.94,25.1,25.4,40.4,47.6,28.6,6.17,15.9,388,2690,2380,139,125,1230,808,79,3800,2870,23400,45.8,560,1330,89.4,302,1530,,1840,965,1280,232,140,
W,W310X143,W310X143,143,18200,323,324,310,308,14,14.3,7.94,22.9,22.2,38.1,46,28.6,6.76,17.7,347,2410,2150,138,112,1110,728,78.5,2850,2530,23200,41.1,506,1200,88.6,300,1520,,1830,955,1260,232,140,
W,W310X129,W310X129,129,16500,318,318,307,308,13.1,12.7,6.35,20.6,20.6,35.8,42.9,27,7.48,18.9,308,2160,1930,137,100,990,651,78,2120,2220,22800,36,449,1060,87.9,297,1500,,1810,942,1250,232,140,
W,W310X117,W310X117,117,15000,315,314,307,308,11.9,12.7,6.35,18.7,19,33.8,41.3,27,8.22,20.7,276,1950,1750,136,89.9,890,587,77.5,1600,1970,22800,32.7,408,965,87.1,297,1500,,1810,937,1240,232,140,
W,W310X107,W310X107,107,13600,312,311,305,305,10.9,11.1,6.35,17,17.5,32.3,39.7,27,8.99,22.6,248,1770,1600,135,81.2,806,531,77.2,1220,1760,22500,29.2,369,872,86.6,295,1490,,1800,930,1230,232,140,
W,W310X97,W310X97,97,12300,307,308,305,305,9.91,9.52,4.76,15.4,15.9,30.5,38.1,25.4,9.92,24.9,222,1590,1440,134,72.4,723,477,76.7,907,1550,22300,26.1,331,778,85.9,292,1480,,1790,919,1220,232,140,
W,W310X86,W310X86,86,11000,310,311,254,254,9.14,9.52,4.76,16.3,15.9,31.5,38.1,23.8,7.82,27,198,1420,1280,134,44.5,533,351,63.8,874,959,18600,19.2,292,695,71.4,295,1340,,1590,874,1130,235,140,
W,W310X79,W310X79,79,10100,307,305,254,254,8.76,9.52,4.76,14.6,14.3,30,34.9,23.8,8.69,28.1,177,1280,1160,133,39.9,477,315,63,658,849,18600,17.2,262,628,70.9,292,1330,,1590,869,1120,235,140,
W,W310X74,W310X74,74,9420,310,311,205,206,9.4,9.52,4.76,16.3,15.9,29,38.1,23.8,6.31,26.8,163,1180,1050,132,23.4,349,228,49.8,712,505,15100,12.6,234,580,57.2,295,1190,,1400,826,1030,235,140,
W,W310X67,W310X67,67,8450,307,305,204,203,8.51,7.94,4.76,14.6,14.3,27.4,34.9,23.8,7,29.6,145,1050,946,131,20.8,311,203,49.5,524,443,15000,11.2,210,519,56.6,292,1190,,1390,820,1020,235,140,
W,W310X60,W310X60,60,7550,302,305,203,203,7.49,7.94,4.76,13.1,12.7,25.9,34.9,22.2,7.77,33.6,128,934,844,130,18.4,275,180,49.3,377,387,14700,9.78,185,456,56.1,290,1180,,1380,808,1010,235,140,
W,W310X52,W310X52,52,6650,318,318,167,165,7.62,7.94,4.76,13.2,12.7,20.8,30.2,19.1,6.31,36.2,119,839,747,133,10.2,188,122,39.1,308,236,12600,6.99,160,416,45.5,305,1100,,1270,803,968,257,88.9,
W,W310X44.5,W310X44.5,44.5,5670,312,314,166,165,6.6,6.35,3.18,11.2,11.1,18.8,28.6,19.1,7.41,41.8,99.1,706,633,132,8.45,157,102,38.6,190,193,12500,5.79,134,349,45,302,1090,,1260,790,955,257,88.9,
W,W310X38.7,W310X38.7,38.7,4940,310,311,165,165,5.84,6.35,3.18,9.65,9.52,17.3,27,19.1,8.54,47.2,84.9,610,547,131,7.2,134,87.5,38.4,125,163,12400,4.91,115,300,44.4,300,1090,,1250,785,950,257,88.9,
W,W310X32.7,W310X32.7,32.7,4180,312,311,102,102,6.6,6.35,3.18,10.8,11.1,18.4,23.8,15.9,4.74,41.8,64.9,480,416,125,1.94,60,37.9,21.5,122,44,7740,2.13,78,236,26.4,302,907,,1010,726,831,264,57.2,
W,W310X28.3,W310X28.3,28.3,3590,310,308,102,102,5.97,6.35,3.18,8.89,9.52,16.5,22.2,14.3,5.72,46.2,54.1,405,349,122,1.57,48.8,30.8,20.9,74.9,35.2,7680,1.74,64.1,200,25.9,302,902,,1000,721,823,264,57.2,
W,W310X23.8,W310X23.8,23.8,3040,305,305,101,102,5.59,6.35,3.18,6.73,6.35,14.4,20.6,14.3,7.53,49.4,42.9,329,280,119,1.17,37,23.1,19.6,42.9,26,7550,1.29,48,161,25,297,889,,991,711,813,264,57.2,
W,W310X21,W310X21,21,2680,302,302,101,102,5.08,4.76,3.18,5.72,6.35,13.3,19.1,14.3,8.82,54.3,36.9,285,244,117,0.982,31.1,19.5,19.1,29.3,21.6,7480,1.08,40.6,139,24.4,297,884,,986,706,805,264,57.2,
W,W250X167,W250X167,167,21200,290,289,264,264,19.2,19,9.52,31.8,31.8,44.5,49.2,25.4,4.17,10.4,298,2410,2060,118,98.2,1130,742,68.1,6290,1620,17000,35.7,501,1200,78.2,259,1310,,1570,843,1110,191,140,
W,W250X149,W250X149,149,18900,282,283,262,264,17.3,17.5,9.52,28.4,28.6,41.1,46,25.4,4.62,11.6,259,2130,1840,117,86.2,1000,655,67.3,4540,1380,16600,30.8,441,1050,77.2,254,1290,,1550,826,1090,191,140,
W,W250X131,W250X131,131,16800,274,276,262,260,15.4,15.9,7.94,25.1,25.4,37.8,42.9,23.8,5.18,13,222,1850,1610,115,74.5,870,570,66.8,3130,1160,16300,26.8,385,916,75.9,249,1280,,1540,810,1070,191,140,
W,W250X115,W250X115,115,14600,269,270,259,260,13.5,12.7,6.35,22.1,22.2,34.8,39.7,22.2,5.86,14.8,189,1600,1410,114,64.1,752,493,66,2130,975,16000,22.9,336,793,74.9,247,1270,,1530,798,1060,191,140,
W,W250X101,W250X101,101,12800,264,264,257,257,11.9,12.7,6.35,19.6,19,32.3,36.5,22.2,6.58,16.7,164,1400,1240,113,55.8,657,433,65.8,1480,832,15700,19.7,293,690,74.2,245,1250,,1510,785,1040,191,140,
W,W250X89,W250X89,89,11400,259,260,257,257,10.7,11.1,6.35,17.3,17.5,30,34.9,20.6,7.41,18.7,142,1220,1090,112,48.3,574,377,65.3,1030,709,15500,17.2,257,603,73.2,242,1240,,1500,775,1030,191,140,
W,W250X80,W250X80,80,10200,257,257,254,254,9.4,9.52,4.76,15.6,15.9,28.4,33.3,20.6,8.15,21.2,126,1090,983,111,42.9,513,338,65,758,623,15300,15.2,229,537,72.4,241,1230,,1490,767,1020,191,140,
W,W250X73,W250X73,73,9290,254,254,254,254,8.64,7.94,4.76,14.2,14.3,26.9,31.8,20.6,8.93,23.1,113,990,895,110,38.9,464,306,64.5,579,556,15200,13.7,210,488,72.1,240,1230,,1490,762,1020,191,140,
W,W250X67,W250X67,67,8580,257,257,204,203,8.89,9.52,4.76,15.7,15.9,28.4,33.3,20.6,6.47,22.5,103,900,805,110,22.2,333,218,51.1,629,322,12300,9.82,185,442,57.7,241,1080,,1290,716,919,191,140,
W,W250X58,W250X58,58,7420,252,251,203,203,8,7.94,4.76,13.5,12.7,26.2,30.2,20.6,7.53,25,87,767,690,108,18.7,282,185,50.3,406,266,12100,8.28,156,377,56.9,239,1070,,1280,706,909,191,140,
W,W250X49.1,W250X49.1,49.1,6260,247,248,202,203,7.37,7.94,4.76,11,11.1,23.7,28.6,19.1,9.15,27.1,71.2,636,574,106,15.2,229,151,49.3,243,212,11900,6.66,127,310,55.9,236,1060,,1270,696,899,191,140,
W,W250X44.8,W250X44.8,44.8,5700,267,267,148,146,7.62,7.94,4.76,13,12.7,20.6,28.6,17.5,5.7,29.5,70.8,600,531,111,6.95,145,94.2,34.8,259,111,9350,4.45,115,298,40.6,254,947,,1090,681,828,210,69.9,
W,W250X38.5,W250X38.5,38.5,4910,262,264,147,146,6.6,6.35,3.18,11.2,11.1,18.8,27,17.5,6.56,34,59.9,513,457,110,5.87,123,80.1,34.5,167,92.6,9160,3.76,98,252,40.1,250,935,,1080,671,815,210,69.9,
W,W250X32.7,W250X32.7,32.7,4190,259,257,146,146,6.1,6.35,3.18,9.14,9.52,16.8,23.8,15.9,7.99,36.9,49.1,426,380,108,4.75,100,65.1,33.8,99.5,73.8,9100,3.05,80,211,39.4,250,930,,1080,665,810,210,69.9,
W,W250X28.4,W250X28.4,28.4,3630,259,260,102,102,6.35,6.35,3.18,10,9.52,17.7,23.8,15.9,5.09,35.4,40.1,354,308,105,1.79,54.9,35.1,22.2,97,27.9,6350,1.63,59.8,174,26.9,249,800,,902,620,721,213,57.2,
W,W250X25.3,W250X25.3,25.3,3220,257,257,102,102,6.1,6.35,3.18,8.38,7.94,16,22.2,14.3,6.08,36.9,34.1,306,265,103,1.48,45.9,29.2,21.5,64.9,22.9,6320,1.35,49.8,150,26.4,248,792,,894,615,716,213,57.2,
W,W250X22.3,W250X22.3,22.3,2850,254,254,102,102,5.84,6.35,3.18,6.86,6.35,14.5,20.6,14.3,7.41,38.5,28.7,262,226,100,1.2,37.7,23.8,20.6,43.3,18.3,6280,1.09,40.6,128,25.7,247,787,,889,610,711,213,57.2,
W,W250X17.9,W250X17.9,17.9,2280,251,251,101,102,4.83,4.76,3.18,5.33,4.76,13,19.1,14.3,9.43,46.6,22.4,206,179,99.1,0.907,28.5,18,19.9,22.8,13.7,6170,0.828,31.3,101,25,245,780,,881,602,704,213,57.2,
W,W200X100,W200X100,100,12700,229,229,210,210,14.5,14.3,7.94,23.7,23.8,33.8,41.3,23.8,4.43,11.1,113,1150,990,94.5,36.9,536,351,53.8,2100,387,10800,13.4,238,570,61.7,205,1040,,1250,668,879,146,140,
W,W200X86,W200X86,86,11000,222,222,209,210,13,12.7,6.35,20.6,20.6,30.5,38.1,22.2,5.07,12.4,94.9,980,852,92.7,31.3,457,300,53.3,1390,317,10500,11.3,203,487,60.7,202,1030,,1240,653,861,146,140,
W,W200X71,W200X71,71,9100,216,216,206,206,10.2,9.52,4.76,17.4,17.5,27.4,34.9,20.6,5.92,15.9,76.6,803,708,91.7,25.3,375,246,52.8,816,250,10200,9.16,169,397,59.7,199,1010,,1220,638,843,146,140,
W,W200X59,W200X59,59,7550,210,210,205,206,9.14,9.52,4.76,14.2,14.3,24.2,31.8,20.6,7.21,17.6,60.8,652,582,89.7,20.4,303,200,51.8,466,195,10000,7.28,136,323,58.7,195,998,,1200,625,828,146,140,
W,W200X52,W200X52,52,6650,206,206,204,203,7.87,7.94,4.76,12.6,12.7,22.6,30.2,20.6,8.1,20.5,52.9,569,511,89.2,17.7,264,174,51.6,320,166,9870,6.33,119,280,57.9,194,991,,1190,617,820,146,140,
W,W200X46.1,W200X46.1,46.1,5890,203,203,203,203,7.24,7.94,4.76,11,11.1,21.1,28.6,19.1,9.19,22.3,45.8,498,451,88.1,15.4,231,152,51.3,223,142,9740,5.49,104,246,57.4,192,986,,1190,610,813,146,140,
W,W200X41.7,W200X41.7,41.7,5320,205,203,166,165,7.24,7.94,4.76,11.8,11.1,21.8,23.8,15.9,7.03,22.3,40.8,446,398,87.6,9.03,166,109,41.1,224,83.8,8000,3.93,90.5,220,46.7,193,876,,1040,577,742,156,102,
W,W200X35.9,W200X35.9,35.9,4570,201,200,165,165,6.22,6.35,3.18,10.2,9.52,20.2,22.2,14.3,8.12,25.9,34.4,379,342,86.9,7.62,140,92.3,40.9,144,69.6,7870,3.31,77.2,185,46,191,869,,1030,569,734,156,102,
W,W200X31.3,W200X31.3,31.3,3970,210,210,134,133,6.35,6.35,3.18,10.2,9.52,17.8,22.2,14.3,6.59,27.5,31.3,334,298,88.6,4.07,93.2,60.8,32,117,40.8,6710,2.28,64.9,166,37.1,200,795,,930,554,688,165,69.9,
W,W200X26.6,W200X26.6,26.6,3390,207,206,133,133,5.84,6.35,3.18,8.38,7.94,16,20.6,14.3,7.95,29.9,25.8,279,249,87.1,3.32,76.4,49.8,31.2,71.6,32.8,6650,1.85,52.9,137,36.3,198,787,,922,546,681,165,69.9,
W,W200X22.5,W200X22.5,22.5,2860,206,206,102,102,6.22,6.35,3.18,8,7.94,15.6,20.6,14.3,6.37,28.1,20,223,193,83.6,1.42,43.8,27.9,22.3,57,13.9,5040,1.03,37.9,109,26.9,198,693,,795,513,615,165,57.2,
W,W200X19.3,W200X19.3,19.3,2480,203,203,102,102,5.84,6.35,3.18,6.48,6.35,14.1,19.1,14.3,7.84,29.9,16.5,187,162,81.5,1.14,35.2,22.5,21.4,36.3,11,4990,0.82,30.5,90.9,26.2,197,686,,787,508,610,165,57.2,
W,W200X15,W200X15,15,1910,200,200,100,102,4.32,4.76,3.18,5.21,4.76,12.8,17.5,12.7,9.61,40.5,12.8,145,128,81.8,0.87,27.2,17.4,21.4,17.7,8.3,4880,0.637,24.3,70.3,25.7,195,681,,780,500,602,165,57.2,
W,W150X37.1,W150X37.1,37.1,4740,162,162,154,156,8.13,7.94,4.76,11.6,11.1,17.9,23.8,14.3,6.68,15.5,22.2,310,274,68.6,7.12,140,91.9,38.6,192,40.3,5810,2.59,63.6,154,44.2,151,759,,914,478,632,114,88.9,
W,W150X29.8,W150X29.8,29.8,3790,157,159,153,152,6.6,6.35,3.18,9.27,9.52,15.6,22.2,14.3,8.25,19.1,17.2,246,220,67.6,5.54,110,72.3,38.1,99.9,30.3,5660,2.01,50.3,121,43.2,148,749,,902,467,620,114,88.9,
W,W150X22.5,W150X22.5,22.5,2860,152,152,152,152,5.84,6.35,3.18,6.6,6.35,13,19.1,14.3,11.5,21.6,12.1,177,159,65,3.88,77.8,51,36.8,42,20.5,5540,1.39,35.2,87.2,42.2,146,739,,892,457,610,114,88.9,
W,W150X24,W150X24,24,3060,160,159,102,102,6.6,6.35,3.18,10.3,9.52,16.6,22.2,14.3,4.98,19.1,13.4,192,167,66,1.84,55.6,36.1,24.6,92.8,10.3,3820,1.01,36.7,94.6,28.7,149,602,,704,422,523,114,57.2,
W,W150X18,W150X18,18,2290,153,152,102,102,5.84,6.35,3.18,7.11,6.35,13.5,19.1,14.3,7.14,21.6,9.2,136,120,63.2,1.24,38,24.6,23.3,37.6,6.63,3710,0.67,24.9,66.9,27.4,146,589,,691,409,511,114,57.2,
W,W150X13.5,W150X13.5,13.5,1730,150,149,100,102,4.32,4.76,3.18,5.46,4.76,11.8,17.5,12.7,9.16,29.2,6.83,102,91.1,62.7,0.916,28.2,18.2,23,16.9,4.75,3610,0.495,18.8,49.8,26.9,145,582,,681,399,500,114,57.2,
W,W150X13,W150X13,13,1630,148,149,100,102,4.32,4.76,3.18,4.95,4.76,11.3,17.5,12.7,10.1,29.1,6.2,93.9,83.6,61.7,0.828,25.6,16.6,22.6,13.9,4.24,3580,0.441,16.9,45.6,26.7,143,579,,678,396,495,114,57.2,
W,W130X28.1,W130X28.1,28.1,3590,131,130,128,127,6.86,6.35,3.18,10.9,11.1,18.5,20.6,11.1,5.85,13.7,10.9,190,167,55.1,3.8,90.6,59.5,32.5,132,13.7,3830,1.34,39.7,93.9,36.8,120,620,,747,389,518,88.9,69.9,
W,W130X23.8,W130X23.8,23.8,3040,127,127,127,127,6.1,6.35,3.18,9.14,9.52,16.8,19.1,11.1,6.94,15.4,8.91,158,140,54.1,3.13,75.1,49.2,32,79.9,10.9,3750,1.09,32.6,77.7,36.3,118,610,,737,381,508,88.9,69.9,
W,W100X19.3,W100X19.3,19.3,2470,106,105,103,102,7.11,6.35,3.18,8.76,9.52,15.1,19.1,12.7,5.88,10.6,4.7,103,89.5,43.7,1.61,47.9,31.1,25.4,62.9,3.76,2500,0.566,20.3,50.6,29.5,97,495,,599,315,417,66.7,57.2,
