Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Ix,Zx,Zx,Sx,Sx,rx,Iy,Iy,Zy,Zy,Sy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS127X76.2X3.2,HSS127X76.2X3.2,9.59,1140,,,127,118,,,,76.2,67.3,,,,,,,,3.18,2.95,,,,,,,,,,,22.9,,40.1,,2.51,2510000,48,48000,39.5,39500,47,1.14,1140000,33.9,33900,30,30000,31.8,,,,2510000,,53400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X63.5X6.4,HSS127X63.5X6.4,16.9,2030,,,127,109,,,,63.5,45.7,,,,,,,,6.35,5.92,,,,,,,,,,,7.73,,18.5,,3.91,3910000,79.1,79100,61.6,61600,43.9,1.3,1300000,48.3,48300,41,41000,25.4,,,,3300000,,81800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X63.5X4.8,HSS127X63.5X4.8,13.1,1550,,,127,114,,,,63.5,50.3,,,,,,,,4.76,4.42,,,,,,,,,,,11.4,,25.7,,3.13,3130000,62.1,62100,49.3,49300,45,1.05,1050000,38.2,38200,33.3,33300,25.9,,,,2610000,,63700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X63.5X3.2,HSS127X63.5X3.2,8.96,1060,,,127,118,,,,63.5,54.6,,,,,,,,3.18,2.95,,,,,,,,,,,18.6,,40.1,,2.22,2220000,43.4,43400,35.1,35100,45.7,0.758,758000,26.9,26900,23.9,23900,26.7,,,,1830000,,44200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X50.8X9.5,HSS127X50.8X9.5,21.8,2640,,,127,100,,,,50.8,24.2,,,,,,,,9.53,8.86,,,,,,,,,,,2.73,,11.3,,4.33,4330000,93.6,93600,67.8,67800,40.4,0.949,949000,47.2,47200,37.4,37400,19,,,,2750000,,85200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X50.8X7.9,HSS127X50.8X7.9,18.8,2270,,,127,105,,,,50.8,28.7,,,,,,,,7.94,7.39,,,,,,,,,,,3.87,,14.2,,3.89,3890000,82.8,82800,61.3,61300,41.4,0.874,874000,42.1,42100,34.4,34400,19.6,,,,2490000,,75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X50.8X6.4,HSS127X50.8X6.4,15.6,1880,,,127,109,,,,50.8,33,,,,,,,,6.35,5.92,,,,,,,,,,,5.58,,18.5,,3.36,3360000,70,70000,52.9,52900,42.4,0.766,766000,36.1,36100,30.2,30200,20.2,,,,2150000,,63600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X50.8X4.8,HSS127X50.8X4.8,12.1,1450,,,127,114,,,,50.8,37.6,,,,,,,,4.76,4.42,,,,,,,,,,,8.49,,25.7,,2.71,2710000,55.2,55200,42.6,42600,43.2,0.629,629000,28.7,28700,24.7,24700,20.9,,,,1730000,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X50.8X3.2,HSS127X50.8X3.2,8.33,994,,,127,118,,,,50.8,41.9,,,,,,,,3.18,2.95,,,,,,,,,,,14.2,,40.1,,1.94,1940000,38.8,38800,30.5,30500,44.2,0.458,458000,20.3,20300,18,18000,21.5,,,,1230000,,34900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS114.3X114.3X12.7,HSS114.3X114.3X12.7,37.1,4480,,,114,78.7,,,,114,78.7,,,,,,,,12.7,11.8,,,,,,,,,,,6.68,,6.68,,7.53,7530000,167,167000,132,132000,40.9,7.53,7530000,167,167000,132,132000,40.9,,,,13000000,,243000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS114.3X114.3X9.5,HSS114.3X114.3X9.5,29.4,3540,,,114,87.6,,,,114,87.6,,,,,,,,9.53,8.86,,,,,,,,,,,9.89,,9.89,,6.37,6370000,137,137000,111,111000,42.4,6.37,6370000,137,137000,111,111000,42.4,,,,10700000,,195000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS114.3X114.3X7.9,HSS114.3X114.3X7.9,25.2,3020,,,114,92.2,,,,114,92.2,,,,,,,,7.94,7.39,,,,,,,,,,,12.5,,12.5,,5.62,5620000,119,119000,98.3,98300,43.2,5.62,5620000,119,119000,98.3,98300,43.2,,,,9280000,,167000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS114.3X114.3X6.4,HSS114.3X114.3X6.4,20.7,2480,,,114,96.5,,,,114,96.5,,,,,,,,6.35,5.92,,,,,,,,,,,16.3,,16.3,,4.75,4750000,99.3,99300,83.2,83200,43.9,4.75,4750000,99.3,99300,83.2,83200,43.9,,,,7700000,,138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS114.3X114.3X4.8,HSS114.3X114.3X4.8,15.9,1890,,,114,101,,,,114,101,,,,,,,,4.76,4.42,,,,,,,,,,,22.9,,22.9,,3.75,3750000,77.2,77200,65.7,65700,44.5,3.75,3750000,77.2,77200,65.7,65700,44.5,,,,5990000,,106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS114.3X114.3X3.2,HSS114.3X114.3X3.2,10.9,1290,,,114,105,,,,114,105,,,,,,,,3.18,2.95,,,,,,,,,,,35.8,,35.8,,2.64,2640000,53.6,53600,46.2,46200,45.2,2.64,2640000,53.6,53600,46.2,46200,45.2,,,,4130000,,72900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X101.6X12.7,HSS101.6X101.6X12.7,32,3880,,,102,66,,,,102,66,,,,,,,,12.7,11.8,,,,,,,,,,,5.6,,5.6,,4.95,4950000,126,126000,97.8,97800,35.8,4.95,4950000,126,126000,97.8,97800,35.8,,,,8740000,,184000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X101.6X9.5,HSS101.6X101.6X9.5,25.6,3080,,,102,74.9,,,,102,74.9,,,,,,,,9.53,8.86,,,,,,,,,,,8.46,,8.46,,4.29,4290000,105,105000,84.1,84100,37.3,4.29,4290000,105,105000,84.1,84100,37.3,,,,7280000,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X101.6X7.9,HSS101.6X101.6X7.9,22,2650,,,102,79.5,,,,102,79.5,,,,,,,,7.94,7.39,,,,,,,,,,,10.7,,10.7,,3.8,3800000,91.6,91600,74.9,74900,37.8,3.8,3800000,91.6,91600,74.9,74900,37.8,,,,6370000,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X101.6X6.4,HSS101.6X101.6X6.4,18.1,2170,,,102,83.8,,,,102,83.8,,,,,,,,6.35,5.92,,,,,,,,,,,14.2,,14.2,,3.25,3250000,76.9,76900,63.9,63900,38.6,3.25,3250000,76.9,76900,63.9,63900,38.6,,,,5330000,,107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X101.6X4.8,HSS101.6X101.6X4.8,14,1660,,,102,88.4,,,,102,88.4,,,,,,,,4.76,4.42,,,,,,,,,,,20,,20,,2.58,2580000,60.1,60100,50.8,50800,39.4,2.58,2580000,60.1,60100,50.8,50800,39.4,,,,4160000,,83100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X101.6X3.2,HSS101.6X101.6X3.2,9.59,1140,,,102,92.7,,,,102,92.7,,,,,,,,3.18,2.95,,,,,,,,,,,31.5,,31.5,,1.83,1830000,42,42000,36.1,36100,40.1,1.83,1830000,42,42000,36.1,36100,40.1,,,,2880000,,57200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X76.2X9.5,HSS101.6X76.2X9.5,21.8,2640,,,102,74.9,,,,76.2,49.5,,,,,,,,9.53,8.86,,,,,,,,,,,5.6,,8.46,,3.3,3300000,83.9,83900,65.1,65100,35.3,2.09,2090000,68.5,68500,54.7,54700,28.2,,,,4410000,,108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X76.2X7.9,HSS101.6X76.2X7.9,18.8,2270,,,102,79.5,,,,76.2,54.1,,,,,,,,7.94,7.39,,,,,,,,,,,7.31,,10.7,,2.97,2970000,73.9,73900,58.5,58500,36.1,1.88,1880000,60.5,60500,49.5,49500,28.7,,,,3920000,,94200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X76.2X6.4,HSS101.6X76.2X6.4,15.6,1880,,,102,83.8,,,,76.2,58.4,,,,,,,,6.35,5.92,,,,,,,,,,,9.88,,14.2,,2.56,2560000,62.4,62400,50.3,50300,36.8,1.63,1630000,51.1,51100,42.8,42800,29.5,,,,3310000,,78800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X76.2X4.8,HSS101.6X76.2X4.8,12.1,1450,,,102,88.4,,,,76.2,63,,,,,,,,4.76,4.42,,,,,,,,,,,14.2,,20,,2.05,2050000,49.2,49200,40.5,40500,37.8,1.32,1320000,40.3,40300,34.4,34400,30.2,,,,2610000,,61300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X76.2X3.2,HSS101.6X76.2X3.2,8.33,994,,,102,92.7,,,,76.2,67.3,,,,,,,,3.18,2.95,,,,,,,,,,,22.9,,31.5,,1.47,1470000,34.6,34600,28.8,28800,38.6,0.945,945000,28.3,28300,24.7,24700,30.7,,,,1820000,,42400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X63.5X6.4,HSS101.6X63.5X6.4,14.3,1720,,,102,83.8,,,,63.5,45.7,,,,,,,,6.35,5.92,,,,,,,,,,,7.73,,14.2,,2.21,2210000,55.4,55400,43.6,43600,35.8,1.05,1050000,39.8,39800,33.1,33100,24.7,,,,2410000,,64400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X63.5X4.8,HSS101.6X63.5X4.8,11.2,1330,,,102,88.4,,,,63.5,50.3,,,,,,,,4.76,4.42,,,,,,,,,,,11.4,,20,,1.79,1790000,43.8,43800,35.2,35200,36.6,0.857,857000,31.6,31600,27,27000,25.4,,,,1910000,,50500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X63.5X3.2,HSS101.6X63.5X3.2,7.7,916,,,102,92.7,,,,63.5,54.6,,,,,,,,3.18,2.95,,,,,,,,,,,18.6,,31.5,,1.29,1290000,30.8,30800,25.2,25200,37.3,0.62,620000,22.3,22300,19.5,19500,26.2,,,,1340000,,35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X50.8X9.5,HSS101.6X50.8X9.5,18,2190,,,102,74.9,,,,50.8,24.2,,,,,,,,9.53,8.86,,,,,,,,,,,2.73,,8.46,,2.33,2330000,62.9,62900,45.9,45900,32.8,0.749,749000,37.9,37900,29.5,29500,18.5,,,,2010000,,66200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X50.8X7.9,HSS101.6X50.8X7.9,15.7,1900,,,102,79.5,,,,50.8,28.7,,,,,,,,7.94,7.39,,,,,,,,,,,3.87,,10.7,,2.14,2140000,56.2,56200,42,42000,33.5,0.695,695000,34.1,34100,27.4,27400,19.2,,,,1830000,,58800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X50.8X6.4,HSS101.6X50.8X6.4,13.1,1570,,,102,83.8,,,,50.8,33,,,,,,,,6.35,5.92,,,,,,,,,,,5.58,,14.2,,1.87,1870000,48.2,48200,36.9,36900,34.5,0.616,616000,29.3,29300,24.3,24300,19.8,,,,1590000,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X50.8X4.8,HSS101.6X50.8X4.8,10.2,1220,,,102,88.4,,,,50.8,37.6,,,,,,,,4.76,4.42,,,,,,,,,,,8.49,,20,,1.52,1520000,38.3,38300,30,30000,35.3,0.508,508000,23.4,23400,20,20000,20.4,,,,1280000,,39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X50.8X3.2,HSS101.6X50.8X3.2,7.06,839,,,102,92.7,,,,50.8,41.9,,,,,,,,3.18,2.95,,,,,,,,,,,14.2,,31.5,,1.1,1100000,27.2,27200,21.6,21600,36.3,0.374,374000,16.7,16700,14.7,14700,21.1,,,,916000,,27700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X38.1X6.4,HSS101.6X38.1X6.4,11.8,1430,,,102,83.8,,,,38.1,20.3,,,,,,,,6.35,5.92,,,,,,,,,,,3.44,,14.2,,1.52,1520000,41,41000,30,30000,32.8,0.305,305000,19.8,19800,16,16000,14.6,,,,891000,,35700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X38.1X4.8,HSS101.6X38.1X4.8,9.27,1100,,,102,88.4,,,,38.1,24.8,,,,,,,,4.78,4.42,,,,,,,,,,,5.62,,20,,1.26,1260000,32.9,32900,24.7,24700,33.8,0.258,258000,16.1,16100,13.6,13600,15.3,,,,741000,,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS101.6X38.1X3.2,HSS101.6X38.1X3.2,6.44,768,,,102,92.7,,,,38.1,29.2,,,,,,,,3.18,2.95,,,,,,,,,,,9.93,,31.5,,0.92,920000,23.4,23400,18.2,18200,34.5,0.194,194000,11.6,11600,10.2,10200,15.9,,,,541000,,20300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X88.9X9.5,HSS88.9X88.9X9.5,21.8,2640,,,88.9,62.2,,,,88.9,62.2,,,,,,,,9.53,8.86,,,,,,,,,,,7.03,,7.03,,2.7,2700000,76.9,76900,60.8,60800,32,2.7,2700000,76.9,76900,60.8,60800,32,,,,4660000,,111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X88.9X7.9,HSS88.9X88.9X7.9,18.8,2270,,,88.9,66.8,,,,88.9,66.8,,,,,,,,7.94,7.39,,,,,,,,,,,9.03,,9.03,,2.43,2430000,67.8,67800,54.7,54700,32.8,2.43,2430000,67.8,67800,54.7,54700,32.8,,,,4120000,,96700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X88.9X6.4,HSS88.9X88.9X6.4,15.6,1880,,,88.9,71.1,,,,88.9,71.1,,,,,,,,6.35,5.92,,,,,,,,,,,12,,12,,2.1,2100000,57.4,57400,47.2,47200,33.5,2.1,2100000,57.4,57400,47.2,47200,33.5,,,,3480000,,80600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X88.9X4.8,HSS88.9X88.9X4.8,12.1,1450,,,88.9,75.7,,,,88.9,75.7,,,,,,,,4.76,4.42,,,,,,,,,,,17.1,,17.1,,1.69,1690000,45.2,45200,37.9,37900,34.3,1.69,1690000,45.2,45200,37.9,37900,34.3,,,,2730000,,62800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X88.9X3.2,HSS88.9X88.9X3.2,8.33,994,,,88.9,80,,,,88.9,80,,,,,,,,3.18,2.95,,,,,,,,,,,27.2,,27.2,,1.21,1210000,31.6,31600,27.2,27200,34.8,1.21,1210000,31.6,31600,27.2,27200,34.8,,,,1910000,,43400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X63.5X9.5,HSS88.9X63.5X9.5,18,2190,,,88.9,62.2,,,,63.5,36.8,,,,,,,,9.53,8.86,,,,,,,,,,,4.16,,7.03,,1.98,1980000,58.8,58800,44.5,44500,30.1,1.15,1150000,46.3,46300,36.3,36300,23,,,,2560000,,74800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X63.5X7.9,HSS88.9X63.5X7.9,15.6,1900,,,88.9,66.8,,,,63.5,41.4,,,,,,,,7.94,7.39,,,,,,,,,,,5.59,,9.03,,1.81,1810000,52.5,52500,40.7,40700,30.9,1.06,1060000,41.4,41400,33.3,33300,23.6,,,,2300000,,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X63.5X6.4,HSS88.9X63.5X6.4,13.1,1570,,,88.9,71.1,,,,63.5,45.7,,,,,,,,6.35,5.92,,,,,,,,,,,7.73,,12,,1.58,1580000,44.8,44800,35.5,35500,31.7,0.928,928000,35.4,35400,29.2,29200,24.3,,,,1980000,,55800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X63.5X4.8,HSS88.9X63.5X4.8,10.2,1220,,,88.9,75.7,,,,63.5,50.3,,,,,,,,4.76,4.42,,,,,,,,,,,11.4,,17.1,,1.29,1290000,35.7,35700,28.9,28900,32.5,0.76,760000,28.3,28300,23.9,23900,25,,,,1570000,,43800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X63.5X3.2,HSS88.9X63.5X3.2,7.07,839,,,88.9,80,,,,63.5,54.6,,,,,,,,3.18,2.95,,,,,,,,,,,18.6,,27.2,,0.929,929000,25.3,25300,20.9,20900,33.2,0.553,553000,20.1,20100,17.4,17400,25.6,,,,1110000,,30600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X50.8X6.4,HSS88.9X50.8X6.4,11.8,1430,,,88.9,71.1,,,,50.8,33,,,,,,,,6.35,5.92,,,,,,,,,,,5.58,,12,,1.32,1320000,38.7,38700,29.7,29700,30.5,0.541,541000,25.9,25900,21.3,21300,19.5,,,,1320000,,43300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X50.8X4.8,HSS88.9X50.8X4.8,9.27,1100,,,88.9,75.7,,,,50.8,37.6,,,,,,,,4.76,4.42,,,,,,,,,,,8.49,,17.1,,1.09,1090000,31,31000,24.4,24400,31.2,0.45,450000,20.8,20800,17.7,17700,20.1,,,,1060000,,34200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X50.8X3.2,HSS88.9X50.8X3.2,6.43,768,,,88.9,80,,,,50.8,41.9,,,,,,,,3.18,2.95,,,,,,,,,,,14.2,,27.2,,0.791,791000,22,22000,17.9,17900,32.3,0.331,331000,14.9,14900,13,13000,20.8,,,,762000,,24100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X38.1X6.4,HSS88.9X38.1X6.4,10.5,1270,,,88.9,71.1,,,,38.1,20.3,,,,,,,,6.35,5.92,,,,,,,,,,,3.44,,12,,1.06,1060000,32.4,32400,23.9,23900,29,0.266,266000,17.4,17400,13.9,13900,14.5,,,,745000,,30800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X38.1X4.8,HSS88.9X38.1X4.8,8.31,994,,,88.9,75.7,,,,38.1,24.8,,,,,,,,4.76,4.42,,,,,,,,,,,5.62,,17.1,,0.882,882000,26.2,26200,19.8,19800,29.7,0.226,226000,14.2,14200,11.9,11900,15.1,,,,620000,,24700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS88.9X38.1X3.2,HSS88.9X38.1X3.2,5.8,690,,,88.9,80,,,,38.1,29.2,,,,,,,,3.18,2.95,,,,,,,,,,,9.93,,27.2,,0.653,653000,18.8,18800,14.7,14700,30.7,0.171,171000,10.3,10300,8.98,8980,15.7,,,,454000,,17700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X76.2X9.5,HSS76.2X76.2X9.5,18,2190,,,76.2,49.5,,,,76.2,49.5,,,,,,,,9.53,8.86,,,,,,,,,,,5.6,,5.6,,1.57,1570000,53.3,53300,41.3,41300,26.9,1.57,1570000,53.3,53300,41.3,41300,26.9,,,,2760000,,77700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X76.2X7.9,HSS76.2X76.2X7.9,15.7,1900,,,76.2,54.1,,,,76.2,54.1,,,,,,,,7.94,7.39,,,,,,,,,,,7.31,,7.31,,1.44,1440000,47.5,47500,37.7,37700,27.4,1.44,1440000,47.5,47500,37.7,37700,27.4,,,,2470000,,68500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X76.2X6.4,HSS76.2X76.2X6.4,13.1,1570,,,76.2,58.4,,,,76.2,58.4,,,,,,,,6.35,5.92,,,,,,,,,,,9.88,,9.88,,1.26,1260000,40.6,40600,32.9,32900,28.2,1.26,1260000,40.6,40600,32.9,32900,28.2,,,,2110000,,57700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X76.2X4.8,HSS76.2X76.2X4.8,10.2,1220,,,76.2,63,,,,76.2,63,,,,,,,,4.76,4.42,,,,,,,,,,,14.2,,14.2,,1.02,1020000,32.3,32300,26.9,26900,29,1.02,1020000,32.3,32300,26.9,26900,29,,,,1680000,,45200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X76.2X3.2,HSS76.2X76.2X3.2,7.06,839,,,76.2,67.3,,,,76.2,67.3,,,,,,,,3.18,2.95,,,,,,,,,,,22.9,,22.9,,0.741,741000,22.9,22900,19.5,19500,29.7,0.741,741000,22.9,22900,19.5,19500,29.7,,,,1180000,,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X63.5X7.9,HSS76.2X63.5X7.9,14.1,1700,,,76.2,54.1,,,,63.5,41.4,,,,,,,,7.94,7.39,,,,,,,,,,,5.59,,7.31,,1.22,1220000,41.1,41100,31.8,31800,26.7,0.907,907000,36.1,36100,28.5,28500,23.1,,,,1810000,,55600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X63.5X6.4,HSS76.2X63.5X6.4,11.8,1430,,,76.2,58.4,,,,63.5,45.7,,,,,,,,6.35,5.92,,,,,,,,,,,7.73,,9.88,,1.07,1070000,35.4,35400,28.2,28200,27.4,0.803,803000,31.1,31100,25.2,25200,23.7,,,,1560000,,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X63.5X4.8,HSS76.2X63.5X4.8,9.27,1100,,,76.2,63,,,,63.5,50.3,,,,,,,,4.76,4.42,,,,,,,,,,,11.4,,14.2,,0.878,878000,28.3,28300,23.1,23100,28.2,0.662,662000,24.9,24900,20.8,20800,24.5,,,,1250000,,37200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X63.5X3.2,HSS76.2X63.5X3.2,6.43,768,,,76.2,67.3,,,,63.5,54.6,,,,,,,,3.18,2.95,,,,,,,,,,,18.6,,22.9,,0.641,641000,20.2,20200,16.9,16900,29,0.483,483000,17.9,17900,15.3,15300,25.1,,,,887000,,26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X50.8X7.9,HSS76.2X50.8X7.9,12.5,1520,,,76.2,54.1,,,,50.8,28.7,,,,,,,,7.94,7.39,,,,,,,,,,,3.87,,7.31,,0.991,991000,34.6,34600,26.1,26100,25.7,0.516,516000,25.9,25900,20.3,20300,18.4,,,,1190000,,42600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X50.8X6.4,HSS76.2X50.8X6.4,10.5,1270,,,76.2,58.4,,,,50.8,33,,,,,,,,6.35,5.92,,,,,,,,,,,5.58,,9.88,,0.887,887000,30,30000,23.3,23300,26.4,0.462,462000,22.6,22600,18.2,18200,19.1,,,,1050000,,36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X50.8X4.8,HSS76.2X50.8X4.8,8.31,994,,,76.2,63,,,,50.8,37.6,,,,,,,,4.76,4.42,,,,,,,,,,,8.49,,14.2,,0.737,737000,24.3,24300,19.3,19300,27.2,0.388,388000,18.4,18400,15.3,15300,19.8,,,,853000,,29200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X50.8X3.2,HSS76.2X50.8X3.2,5.8,690,,,76.2,67.3,,,,50.8,41.9,,,,,,,,3.18,2.95,,,,,,,,,,,14.2,,22.9,,0.541,541000,17.4,17400,14.2,14200,27.9,0.288,288000,13.2,13200,11.3,11300,20.4,,,,612000,,20500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X38.1X6.4,HSS76.2X38.1X6.4,9.26,1120,,,76.2,58.4,,,,38.1,20.3,,,,,,,,6.35,5.92,,,,,,,,,,,3.44,,9.88,,0.699,699000,24.7,24700,18.4,18400,24.9,0.226,226000,14.9,14900,11.9,11900,14.2,,,,599000,,25900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X38.1X4.8,HSS76.2X38.1X4.8,7.36,884,,,76.2,63,,,,38.1,24.8,,,,,,,,4.76,4.42,,,,,,,,,,,5.62,,14.2,,0.591,591000,20.3,20300,15.5,15500,25.9,0.194,194000,12.3,12300,10.2,10200,14.8,,,,504000,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X38.1X3.2,HSS76.2X38.1X3.2,5.16,617,,,76.2,67.3,,,,38.1,29.2,,,,,,,,3.18,2.95,,,,,,,,,,,9.93,,22.9,,0.441,441000,14.7,14700,11.6,11600,26.7,0.148,148000,9.01,9010,7.77,7770,15.5,,,,369000,,15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X25.4X4.8,HSS76.2X25.4X4.8,6.41,768,,,76.2,63,,,,25.4,12.1,,,,,,,,4.76,4.42,,,,,,,,,,,2.75,,14.2,,0.445,445000,16.2,16200,11.7,11700,24.1,0.072,72000,7.08,7080,5.65,5650,9.65,,,,219000,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS76.2X25.4X3.2,HSS76.2X25.4X3.2,4.53,542,,,76.2,67.3,,,,25.4,16.6,,,,,,,,3.18,2.95,,,,,,,,,,,5.62,,22.9,,0.34,340000,11.9,11900,8.93,8930,25.1,0.0574,57400,5.33,5330,4.52,4520,10.3,,,,170000,,9590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS63.5X63.5X7.9,HSS63.5X63.5X7.9,12.5,1520,,,63.5,41.4,,,,63.5,41.4,,,,,,,,7.94,7.39,,,,,,,,,,,5.59,,5.59,,0.758,758000,30.8,30800,23.9,23900,22.4,0.758,758000,30.8,30800,23.9,23900,22.4,,,,1330000,,44900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS63.5X63.5X6.4,HSS63.5X63.5X6.4,10.5,1270,,,63.5,45.7,,,,63.5,45.7,,,,,,,,6.35,5.92,,,,,,,,,,,7.73,,7.73,,0.678,678000,26.7,26700,21.3,21300,23.1,0.678,678000,26.7,26700,21.3,21300,23.1,,,,1160000,,38500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
