Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Ix,Zx,Zx,Sx,Sx,rx,Iy,Iy,Zy,Zy,Sy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS177.8X177.8X6.4,HSS177.8X177.8X6.4,33.3,3980,,,178,160,,,,178,160,,,,,,,,6.35,5.92,,,,,,,,,,,27,,27,,19.4,19400000,254,254000,218,218000,69.9,19.4,19400000,254,254000,218,218000,69.9,,,,30600000,,349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X177.8X4.8,HSS177.8X177.8X4.8,25.4,3010,,,178,165,,,,178,165,,,,,,,,4.76,4.42,,,,,,,,,,,37.2,,37.2,,15,15000000,195,195000,169,169000,70.4,15,15000000,195,195000,169,169000,70.4,,,,23400000,,265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X177.8X3.2,HSS177.8X177.8X3.2,17.2,2040,,,178,169,,,,178,169,,,,,,,,3.18,2.95,,,,,,,,,,,57.3,,57.3,,10.3,10300000,133,133000,116,116000,71.1,10.3,10300000,133,133000,116,116000,71.1,,,,15900000,,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X127X12.7,HSS177.8X127X12.7,52.2,6280,,,178,142,,,,127,91.4,,,,,,,,12.7,11.8,,,,,,,,,,,7.75,,12.1,,25.2,25200000,359,359000,283,283000,63.5,14.8,14800000,283,283000,233,233000,48.5,,,,31600000,,446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X127X9.5,HSS177.8X127X9.5,40.8,4890,,,178,151,,,,127,100,,,,,,,,9.53,8.86,,,,,,,,,,,11.3,,17.1,,20.6,20600000,287,287000,231,231000,65,12.2,12200000,226,226000,192,192000,50,,,,25200000,,351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X127X7.9,HSS177.8X127X7.9,34.7,4150,,,178,156,,,,127,105,,,,,,,,7.94,7.39,,,,,,,,,,,14.2,,21.1,,17.9,17900000,246,246000,202,202000,65.8,10.6,10600000,195,195000,167,167000,50.5,,,,21700000,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X127X6.4,HSS177.8X127X6.4,28.3,3380,,,178,160,,,,127,109,,,,,,,,6.35,5.92,,,,,,,,,,,18.5,,27,,14.9,14900000,203,203000,167,167000,66.5,8.87,8870000,161,161000,140,140000,51.3,,,,17900000,,246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X127X4.8,HSS177.8X127X4.8,21.6,2570,,,178,165,,,,127,114,,,,,,,,4.76,4.42,,,,,,,,,,,25.7,,37.2,,11.6,11600000,156,156000,130,130000,67.3,6.91,6910000,124,124000,109,109000,52.1,,,,13700000,,187000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X127X3.2,HSS177.8X127X3.2,14.7,1740,,,178,169,,,,127,118,,,,,,,,3.18,2.95,,,,,,,,,,,40.1,,57.3,,8.03,8030000,107,107000,90.5,90500,68.1,4.83,4830000,85.2,85200,75.9,75900,52.6,,,,9370000,,128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X101.6X12.7,HSS177.8X101.6X12.7,47.2,5680,,,178,142,,,,102,66,,,,,,,,12.7,11.8,,,,,,,,,,,5.6,,12.1,,21.1,21100000,308,308000,238,238000,61,8.62,8620000,206,206000,170,170000,38.9,,,,21000000,,346000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X101.6X9.5,HSS177.8X101.6X9.5,37,4440,,,178,151,,,,102,74.9,,,,,,,,9.53,8.86,,,,,,,,,,,8.46,,17.1,,17.4,17400000,247,247000,195,195000,62.5,7.2,7200000,167,167000,141,141000,40.1,,,,17100000,,275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X101.6X7.9,HSS177.8X101.6X7.9,31.5,3770,,,178,156,,,,102,79.5,,,,,,,,7.94,7.39,,,,,,,,,,,10.7,,21.1,,15.2,15200000,215,215000,170,170000,63.5,6.33,6330000,145,145000,124,124000,40.9,,,,14700000,,236000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X101.6X6.4,HSS177.8X101.6X6.4,25.7,3080,,,178,160,,,,102,83.8,,,,,,,,6.35,5.92,,,,,,,,,,,14.2,,27,,12.7,12700000,177,177000,143,143000,64.3,5.33,5330000,120,120000,105,105000,41.7,,,,12200000,,193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X101.6X4.8,HSS177.8X101.6X4.8,19.7,2340,,,178,165,,,,102,88.4,,,,,,,,4.76,4.42,,,,,,,,,,,20,,37.2,,9.91,9910000,137,137000,112,112000,65,4.16,4160000,92.9,92900,82.3,82300,42.2,,,,9450000,,149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X101.6X3.2,HSS177.8X101.6X3.2,13.4,1590,,,178,169,,,,102,92.7,,,,,,,,3.18,2.95,,,,,,,,,,,31.5,,57.3,,6.91,6910000,93.9,93900,77.5,77500,65.8,2.93,2930000,64.1,64100,57.5,57500,42.9,,,,6490000,,102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X76.2X12.7,HSS177.8X76.2X12.7,42.1,5080,,,178,142,,,,76.2,40.6,,,,,,,,12.7,11.8,,,,,,,,,,,3.45,,12.1,,16.9,16900000,259,259000,190,190000,57.7,4.25,4250000,139,139000,111,111000,29,,,,11900000,,246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X76.2X9.5,HSS177.8X76.2X9.5,33.2,3990,,,178,151,,,,76.2,49.5,,,,,,,,9.53,8.86,,,,,,,,,,,5.6,,17.1,,14.2,14200000,210,210000,159,159000,59.7,3.63,3630000,114,114000,95.2,95200,30.2,,,,9950000,,198000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X76.2X7.9,HSS177.8X76.2X7.9,28.4,3390,,,178,156,,,,76.2,54.1,,,,,,,,7.94,7.39,,,,,,,,,,,7.31,,21.1,,12.4,12400000,182,182000,140,140000,60.5,3.22,3220000,99.1,99100,84.6,84600,30.7,,,,8700000,,172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X76.2X6.4,HSS177.8X76.2X6.4,23.2,2770,,,178,160,,,,76.2,58.4,,,,,,,,6.35,5.92,,,,,,,,,,,9.88,,27,,10.5,10500000,151,151000,118,118000,61.5,2.75,2750000,82.9,82900,72.1,72100,31.5,,,,7280000,,142000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X76.2X4.8,HSS177.8X76.2X4.8,17.8,2120,,,178,165,,,,76.2,63,,,,,,,,4.76,4.42,,,,,,,,,,,14.2,,37.2,,8.24,8240000,117,117000,92.6,92600,62.2,2.18,2180000,64.6,64600,57.4,57400,32,,,,5700000,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X76.2X3.2,HSS177.8X76.2X3.2,12.1,1440,,,178,169,,,,76.2,67.3,,,,,,,,3.18,2.95,,,,,,,,,,,22.9,,57.3,,5.74,5740000,80.8,80800,64.7,64700,63.2,1.54,1540000,44.7,44700,40.6,40600,32.8,,,,3950000,,75400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X50.8X6.4,HSS177.8X50.8X6.4,20.7,2480,,,178,160,,,,50.8,33,,,,,,,,6.35,5.92,,,,,,,,,,,5.58,,27,,8.24,8240000,125,125000,92.9,92900,57.7,1.07,1070000,49.5,49500,42.3,42300,20.8,,,,3310000,,90500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X50.8X4.8,HSS177.8X50.8X4.8,15.9,1890,,,178,165,,,,50.8,37.6,,,,,,,,4.76,4.42,,,,,,,,,,,8.49,,37.2,,6.53,6530000,97.5,97500,73.6,73600,58.7,0.874,874000,39.2,39200,34.4,34400,21.5,,,,2640000,,70800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS177.8X50.8X3.2,HSS177.8X50.8X3.2,10.9,1290,,,178,169,,,,50.8,41.9,,,,,,,,3.18,2.95,,,,,,,,,,,14.2,,57.3,,4.62,4620000,67.7,67700,51.8,51800,59.7,0.633,633000,27.5,27500,24.9,24900,22.1,,,,1880000,,49200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X152.4X15.9,HSS152.4X152.4X15.9,62.6,7550,,,152,108,,,,152,108,,,,,,,,15.9,14.8,,,,,,,,,,,7.33,,7.33,,23,23000000,380,380000,302,302000,55.1,23,23000000,380,380000,302,302000,55.1,,,,39500000,,547000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X152.4X12.7,HSS152.4X152.4X12.7,52.2,6280,,,152,117,,,,152,117,,,,,,,,12.7,11.8,,,,,,,,,,,9.9,,9.9,,20.1,20100000,324,324000,264,264000,56.6,20.1,20100000,324,324000,264,264000,56.6,,,,33800000,,460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X152.4X9.5,HSS152.4X152.4X9.5,40.8,4890,,,152,126,,,,152,126,,,,,,,,9.53,8.86,,,,,,,,,,,14.2,,14.2,,16.4,16400000,259,259000,216,216000,57.9,16.4,16400000,259,259000,216,216000,57.9,,,,26900000,,362000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X152.4X7.9,HSS152.4X152.4X7.9,34.6,4150,,,152,130,,,,152,130,,,,,,,,7.94,7.39,,,,,,,,,,,17.6,,17.6,,14.3,14300000,223,223000,187,187000,58.7,14.3,14300000,223,223000,187,187000,58.7,,,,23100000,,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X152.4X6.4,HSS152.4X152.4X6.4,28.3,3380,,,152,135,,,,152,135,,,,,,,,6.35,5.92,,,,,,,,,,,22.8,,22.8,,11.9,11900000,184,184000,156,156000,59.4,11.9,11900000,184,184000,156,156000,59.4,,,,19000000,,252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X152.4X4.8,HSS152.4X152.4X4.8,21.6,2570,,,152,139,,,,152,139,,,,,,,,4.76,4.42,,,,,,,,,,,31.5,,31.5,,9.28,9280000,141,141000,122,122000,60.2,9.28,9280000,141,141000,122,122000,60.2,,,,14600000,,193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X152.4X3.2,HSS152.4X152.4X3.2,14.7,1740,,,152,144,,,,152,144,,,,,,,,3.18,2.95,,,,,,,,,,,48.7,,48.7,,6.45,6450000,97,97000,84.4,84400,60.7,6.45,6450000,97,97000,84.4,84400,60.7,,,,9950000,,132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X127X12.7,HSS152.4X127X12.7,47.2,5680,,,152,117,,,,127,91.4,,,,,,,,12.7,11.8,,,,,,,,,,,7.75,,9.9,,17.1,17100000,282,282000,225,225000,54.9,12.8,12800000,249,249000,202,202000,47.5,,,,24900000,,377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X127X9.5,HSS152.4X127X9.5,37,4440,,,152,126,,,,127,100,,,,,,,,9.53,8.86,,,,,,,,,,,11.3,,14.2,,14.1,14100000,226,226000,185,185000,56.4,10.6,10600000,200,200000,167,167000,48.8,,,,20000000,,298000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X127X7.9,HSS152.4X127X7.9,31.5,3770,,,152,130,,,,127,105,,,,,,,,7.94,7.39,,,,,,,,,,,14.2,,17.6,,12.3,12300000,195,195000,161,161000,57.2,9.28,9280000,172,172000,146,146000,49.5,,,,17200000,,256000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X127X6.4,HSS152.4X127X6.4,25.7,3080,,,152,135,,,,127,109,,,,,,,,6.35,5.92,,,,,,,,,,,18.5,,22.8,,10.3,10300000,162,162000,135,135000,57.9,7.78,7780000,143,143000,122,122000,50.3,,,,14200000,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X127X4.8,HSS152.4X127X4.8,19.7,2340,,,152,139,,,,127,114,,,,,,,,4.76,4.42,,,,,,,,,,,25.7,,31.5,,8.03,8030000,125,125000,106,106000,58.7,6.08,6080000,110,110000,95.7,95700,51.1,,,,10900000,,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X127X3.2,HSS152.4X127X3.2,13.4,1590,,,152,144,,,,127,118,,,,,,,,3.18,2.95,,,,,,,,,,,40.1,,48.7,,5.58,5580000,85.9,85900,73.4,73400,59.4,4.25,4250000,75.9,75900,66.7,66700,51.6,,,,7490000,,109000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X101.6X12.7,HSS152.4X101.6X12.7,42.1,5080,,,152,117,,,,102,66,,,,,,,,12.7,11.8,,,,,,,,,,,5.6,,9.9,,14.2,14200000,239,239000,185,185000,52.8,7.41,7410000,180,180000,146,146000,38.1,,,,16800000,,292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X101.6X9.5,HSS152.4X101.6X9.5,33.2,3990,,,152,126,,,,102,74.9,,,,,,,,9.53,8.86,,,,,,,,,,,8.46,,14.2,,11.8,11800000,195,195000,155,155000,54.4,6.2,6200000,147,147000,122,122000,39.4,,,,13700000,,233000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X101.6X7.9,HSS152.4X101.6X7.9,28.4,3390,,,152,130,,,,102,79.5,,,,,,,,7.94,7.39,,,,,,,,,,,10.7,,17.6,,10.3,10300000,169,169000,136,136000,55.1,5.49,5490000,127,127000,108,108000,40.1,,,,11800000,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X101.6X6.4,HSS152.4X101.6X6.4,23.2,2770,,,152,135,,,,102,83.8,,,,,,,,6.35,5.92,,,,,,,,,,,14.2,,22.8,,8.7,8700000,140,140000,114,114000,55.9,4.62,4620000,106,106000,91.1,91100,40.9,,,,9820000,,166000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X101.6X4.8,HSS152.4X101.6X4.8,17.8,2120,,,152,139,,,,102,88.4,,,,,,,,4.76,4.42,,,,,,,,,,,20,,31.5,,6.83,6830000,108,108000,89.5,89500,56.6,3.65,3650000,81.9,81900,71.8,71800,41.4,,,,7580000,,127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X101.6X3.2,HSS152.4X101.6X3.2,12.1,1440,,,152,144,,,,102,92.7,,,,,,,,3.18,2.95,,,,,,,,,,,31.5,,48.7,,4.75,4750000,74.7,74700,62.4,62400,57.4,2.56,2560000,56.7,56700,50.5,50500,42.2,,,,5240000,,86900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X76.2X12.7,HSS152.4X76.2X12.7,37.1,4480,,,152,117,,,,76.2,40.6,,,,,,,,12.7,11.8,,,,,,,,,,,3.45,,9.9,,11.2,11200000,198,198000,147,147000,50,3.62,3620000,119,119000,94.9,94900,28.4,,,,9610000,,208000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X76.2X9.5,HSS152.4X76.2X9.5,29.4,3540,,,152,126,,,,76.2,49.5,,,,,,,,9.53,8.86,,,,,,,,,,,5.6,,14.2,,9.45,9450000,162,162000,124,124000,51.8,3.11,3110000,98.8,98800,81.8,81800,29.7,,,,8030000,,169000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X76.2X7.9,HSS152.4X76.2X7.9,25.2,3020,,,152,130,,,,76.2,54.1,,,,,,,,7.94,7.39,,,,,,,,,,,7.31,,17.6,,8.37,8370000,141,141000,110,110000,52.6,2.78,2780000,86.4,86400,72.9,72900,30.2,,,,7030000,,146000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X76.2X6.4,HSS152.4X76.2X6.4,20.7,2480,,,152,135,,,,76.2,58.4,,,,,,,,6.35,5.92,,,,,,,,,,,9.88,,22.8,,7.08,7080000,118,118000,92.8,92800,53.3,2.37,2370000,72.3,72300,62.3,62300,31,,,,5910000,,121000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X76.2X4.8,HSS152.4X76.2X4.8,15.9,1890,,,152,139,,,,76.2,63,,,,,,,,4.76,4.42,,,,,,,,,,,14.2,,31.5,,5.58,5580000,91.6,91600,73.3,73300,54.4,1.89,1890000,56.5,56500,49.7,49700,31.8,,,,4620000,,93600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X76.2X3.2,HSS152.4X76.2X3.2,10.9,1290,,,152,144,,,,76.2,67.3,,,,,,,,3.18,2.95,,,,,,,,,,,22.9,,48.7,,3.93,3930000,63.4,63400,51.5,51500,55.1,1.34,1340000,39.3,39300,35.2,35200,32.3,,,,3220000,,64400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X50.8X9.5,HSS152.4X50.8X9.5,25.6,3080,,,152,126,,,,50.8,24.2,,,,,,,,9.53,8.86,,,,,,,,,,,2.73,,14.2,,7.12,7120000,130,130000,93.6,93600,48,1.15,1150000,56.7,56700,45.4,45400,19.3,,,,3500000,,104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X50.8X7.9,HSS152.4X50.8X7.9,22,2650,,,152,130,,,,50.8,28.7,,,,,,,,7.94,7.39,,,,,,,,,,,3.87,,17.6,,6.37,6370000,114,114000,83.7,83700,49,1.05,1050000,50.3,50300,41.3,41300,19.9,,,,3160000,,91400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X50.8X6.4,HSS152.4X50.8X6.4,18.1,2170,,,152,135,,,,50.8,33,,,,,,,,6.35,5.92,,,,,,,,,,,5.58,,22.8,,5.45,5450000,95.7,95700,71.6,71600,50,0.92,920000,42.8,42800,36.2,36200,20.6,,,,2730000,,77000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X50.8X4.8,HSS152.4X50.8X4.8,14,1660,,,152,139,,,,50.8,37.6,,,,,,,,4.76,4.42,,,,,,,,,,,8.49,,31.5,,4.37,4370000,75.1,75100,57.2,57200,51.1,0.749,749000,33.9,33900,29.5,29500,21.2,,,,2180000,,60300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS152.4X50.8X3.2,HSS152.4X50.8X3.2,9.59,1140,,,152,144,,,,50.8,41.9,,,,,,,,3.18,2.95,,,,,,,,,,,14.2,,48.7,,3.09,3090000,52.3,52300,40.5,40500,52.1,0.545,545000,23.9,23900,21.5,21500,21.9,,,,1550000,,42100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS139.7X139.7X9.5,HSS139.7X139.7X9.5,37,4440,,,140,113,,,,140,113,,,,,,,,9.53,8.86,,,,,,,,,,,12.8,,12.8,,12.4,12400000,215,215000,177,177000,52.8,12.4,12400000,215,215000,177,177000,52.8,,,,20400000,,302000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS139.7X139.7X7.9,HSS139.7X139.7X7.9,31.5,3770,,,140,118,,,,140,118,,,,,,,,7.94,7.39,,,,,,,,,,,15.9,,15.9,,10.8,10800000,185,185000,155,155000,53.6,10.8,10800000,185,185000,155,155000,53.6,,,,17600000,,257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS139.7X139.7X6.4,HSS139.7X139.7X6.4,25.7,3080,,,140,122,,,,140,122,,,,,,,,6.35,5.92,,,,,,,,,,,20.6,,20.6,,9.03,9030000,153,153000,129,129000,54.1,9.03,9030000,153,153000,129,129000,54.1,,,,14500000,,211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS139.7X139.7X4.8,HSS139.7X139.7X4.8,19.7,2340,,,140,126,,,,140,126,,,,,,,,4.76,4.42,,,,,,,,,,,28.6,,28.6,,7.08,7080000,118,118000,101,101000,54.9,7.08,7080000,118,118000,101,101000,54.9,,,,11100000,,161000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS139.7X139.7X3.2,HSS139.7X139.7X3.2,13.4,1590,,,140,131,,,,140,131,,,,,,,,3.18,2.95,,,,,,,,,,,44.4,,44.4,,4.91,4910000,81.1,81100,70.5,70500,55.6,4.91,4910000,81.1,81100,70.5,70500,55.6,,,,7620000,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X127X12.7,HSS127X127X12.7,42.1,5080,,,127,91.4,,,,127,91.4,,,,,,,,12.7,11.8,,,,,,,,,,,7.75,,7.75,,10.8,10800000,215,215000,170,170000,46.2,10.8,10800000,215,215000,170,170000,46.2,,,,18600000,,306000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X127X9.5,HSS127X127X9.5,33.2,3990,,,127,100,,,,127,100,,,,,,,,9.53,8.86,,,,,,,,,,,11.3,,11.3,,9.03,9030000,174,174000,142,142000,47.5,9.03,9030000,174,174000,142,142000,47.5,,,,15000000,,244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X127X7.9,HSS127X127X7.9,28.3,3390,,,127,105,,,,127,105,,,,,,,,7.94,7.39,,,,,,,,,,,14.2,,14.2,,7.91,7910000,150,150000,125,125000,48.3,7.91,7910000,150,150000,125,125000,48.3,,,,13000000,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X127X6.4,HSS127X127X6.4,23.2,2770,,,127,109,,,,127,109,,,,,,,,6.35,5.92,,,,,,,,,,,18.5,,18.5,,6.66,6660000,125,125000,105,105000,49,6.66,6660000,125,125000,105,105000,49,,,,10700000,,172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X127X4.8,HSS127X127X4.8,17.8,2120,,,127,114,,,,127,114,,,,,,,,4.76,4.42,,,,,,,,,,,25.7,,25.7,,5.24,5240000,96.5,96500,82.4,82400,49.8,5.24,5240000,96.5,96500,82.4,82400,49.8,,,,8280000,,132000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X127X3.2,HSS127X127X3.2,12.1,1440,,,127,118,,,,127,118,,,,,,,,3.18,2.95,,,,,,,,,,,40.1,,40.1,,3.66,3660000,66.7,66700,57.7,57700,50.5,3.66,3660000,66.7,66700,57.7,57700,50.5,,,,5700000,,90600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X101.6X12.7,HSS127X101.6X12.7,37.1,4480,,,127,91.4,,,,102,66,,,,,,,,12.7,11.8,,,,,,,,,,,5.6,,7.75,,8.82,8820000,179,179000,139,139000,44.5,6.2,6200000,153,153000,122,122000,37.1,,,,12600000,,238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X101.6X9.5,HSS127X101.6X9.5,29.4,3540,,,127,100,,,,102,74.9,,,,,,,,9.53,8.86,,,,,,,,,,,8.46,,11.3,,7.45,7450000,147,147000,117,117000,46,5.24,5240000,126,126000,103,103000,38.6,,,,10400000,,192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X101.6X7.9,HSS127X101.6X7.9,25.2,3020,,,127,105,,,,102,79.5,,,,,,,,7.94,7.39,,,,,,,,,,,10.7,,14.2,,6.58,6580000,128,128000,104,104000,46.7,4.62,4620000,109,109000,91.3,91300,39.1,,,,9030000,,166000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X101.6X6.4,HSS127X101.6X6.4,20.7,2480,,,127,109,,,,102,83.8,,,,,,,,6.35,5.92,,,,,,,,,,,14.2,,18.5,,5.58,5580000,106,106000,87.7,87700,47.5,3.94,3940000,91.3,91300,77.5,77500,39.9,,,,7490000,,136000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X101.6X4.8,HSS127X101.6X4.8,15.9,1890,,,127,114,,,,102,88.4,,,,,,,,4.76,4.42,,,,,,,,,,,20,,25.7,,4.41,4410000,82.8,82800,69.2,69200,48.3,3.11,3110000,71.1,71100,61.3,61300,40.6,,,,5830000,,105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X101.6X3.2,HSS127X101.6X3.2,10.9,1290,,,127,118,,,,102,92.7,,,,,,,,3.18,2.95,,,,,,,,,,,31.5,,40.1,,3.09,3090000,57.4,57400,48.7,48700,49,2.19,2190000,49.3,49300,43.3,43300,41.1,,,,4020000,,71900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X76.2X12.7,HSS127X76.2X12.7,32,3880,,,127,91.4,,,,76.2,40.6,,,,,,,,12.7,11.8,,,,,,,,,,,3.45,,7.75,,6.83,6830000,145,145000,108,108000,41.9,2.99,2990000,100,100000,78.3,78300,27.7,,,,7330000,,169000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X76.2X9.5,HSS127X76.2X9.5,25.6,3080,,,127,100,,,,76.2,49.5,,,,,,,,9.53,8.86,,,,,,,,,,,5.6,,11.3,,5.87,5870000,120,120000,92.6,92600,43.7,2.6,2600000,83.6,83600,68.2,68200,29,,,,6200000,,138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X76.2X7.9,HSS127X76.2X7.9,22,2650,,,127,105,,,,76.2,54.1,,,,,,,,7.94,7.39,,,,,,,,,,,7.31,,14.2,,5.24,5240000,105,105000,82.4,82400,44.5,2.33,2330000,73.4,73400,61.1,61100,29.7,,,,5450000,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X76.2X6.4,HSS127X76.2X6.4,18.1,2170,,,127,109,,,,76.2,58.4,,,,,,,,6.35,5.92,,,,,,,,,,,9.88,,18.5,,4.45,4450000,88.2,88200,70.3,70300,45.2,2,2000000,61.8,61800,52.6,52600,30.2,,,,4580000,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS127X76.2X4.8,HSS127X76.2X4.8,14,1660,,,127,114,,,,76.2,63,,,,,,,,4.76,4.42,,,,,,,,,,,14.2,,25.7,,3.55,3550000,69,69000,55.9,55900,46.2,1.6,1600000,48.5,48500,42.1,42100,31,,,,3600000,,77500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
