type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,Ht,h,OD,B,b,tnom,tdes,b/tdes,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw
HSS,HSS114.3X114.3X9.5,HSS114.3X114.3X9.5,29.4,3540,114,87.6,,114,87.6,9.53,8.86,9.89,9.89,,6370000,137000,111000,42.4,6370000,137000,111000,42.4,10700000,1.95E+14
HSS,HSS114.3X114.3X7.9,HSS114.3X114.3X7.9,25.2,3020,114,92.2,,114,92.2,7.94,7.39,12.5,12.5,,5620000,119000,98300,43.2,5620000,119000,98300,43.2,9280000,1.67E+14
HSS,HSS114.3X114.3X6.4,HSS114.3X114.3X6.4,20.7,2480,114,96.5,,114,96.5,6.35,5.92,16.3,16.3,,4750000,99300,83200,43.9,4750000,99300,83200,43.9,7700000,1.38E+14
HSS,HSS114.3X114.3X4.8,HSS114.3X114.3X4.8,15.9,1890,114,101,,114,101,4.76,4.42,22.9,22.9,,3750000,77200,65700,44.5,3750000,77200,65700,44.5,5990000,1.06E+14
HSS,HSS114.3X114.3X3.2,HSS114.3X114.3X3.2,10.9,1290,114,105,,114,105,3.18,2.95,35.8,35.8,,2640000,53600,46200,45.2,2640000,53600,46200,45.2,4130000,7.29E+13
HSS,HSS101.6X101.6X12.7,HSS101.6X101.6X12.7,32,3880,102,66,,102,66,12.7,11.8,5.6,5.6,,4950000,126000,97800,35.8,4950000,126000,97800,35.8,8740000,1.84E+14
HSS,HSS101.6X101.6X9.5,HSS101.6X101.6X9.5,25.6,3080,102,74.9,,102,74.9,9.53,8.86,8.46,8.46,,4290000,105000,84100,37.3,4290000,105000,84100,37.3,7280000,1.5E+14
HSS,HSS101.6X101.6X7.9,HSS101.6X101.6X7.9,22,2650,102,79.5,,102,79.5,7.94,7.39,10.7,10.7,,3800000,91600,74900,37.8,3800000,91600,74900,37.8,6370000,1.3E+14
HSS,HSS101.6X101.6X6.4,HSS101.6X101.6X6.4,18.1,2170,102,83.8,,102,83.8,6.35,5.92,14.2,14.2,,3250000,76900,63900,38.6,3250000,76900,63900,38.6,5330000,1.07E+14
HSS,HSS101.6X101.6X4.8,HSS101.6X101.6X4.8,14,1660,102,88.4,,102,88.4,4.76,4.42,20,20,,2580000,60100,50800,39.4,2580000,60100,50800,39.4,4160000,8.31E+13
HSS,HSS101.6X101.6X3.2,HSS101.6X101.6X3.2,9.59,1140,102,92.7,,102,92.7,3.18,2.95,31.5,31.5,,1830000,42000,36100,40.1,1830000,42000,36100,40.1,2880000,5.72E+13
HSS,HSS101.6X76.2X9.5,HSS101.6X76.2X9.5,21.8,2640,102,74.9,,76.2,49.5,9.53,8.86,5.6,8.46,,3300000,83900,65100,35.3,2090000,68500,54700,28.2,4410000,1.08E+14
HSS,HSS101.6X76.2X7.9,HSS101.6X76.2X7.9,18.8,2270,102,79.5,,76.2,54.1,7.94,7.39,7.31,10.7,,2970000,73900,58500,36.1,1880000,60500,49500,28.7,3920000,9.42E+13
HSS,HSS101.6X76.2X6.4,HSS101.6X76.2X6.4,15.6,1880,102,83.8,,76.2,58.4,6.35,5.92,9.88,14.2,,2560000,62400,50300,36.8,1630000,51100,42800,29.5,3310000,7.88E+13
HSS,HSS101.6X76.2X4.8,HSS101.6X76.2X4.8,12.1,1450,102,88.4,,76.2,63,4.76,4.42,14.2,20,,2050000,49200,40500,37.8,1320000,40300,34400,30.2,2610000,6.13E+13
HSS,HSS101.6X76.2X3.2,HSS101.6X76.2X3.2,8.33,994,102,92.7,,76.2,67.3,3.18,2.95,22.9,31.5,,1470000,34600,28800,38.6,945000,28300,24700,30.7,1820000,4.24E+13
HSS,HSS101.6X63.5X6.4,HSS101.6X63.5X6.4,14.3,1720,102,83.8,,63.5,45.7,6.35,5.92,7.73,14.2,,2210000,55400,43600,35.8,1050000,39800,33100,24.7,2410000,6.44E+13
HSS,HSS101.6X63.5X4.8,HSS101.6X63.5X4.8,11.2,1330,102,88.4,,63.5,50.3,4.76,4.42,11.4,20,,1790000,43800,35200,36.6,857000,31600,27000,25.4,1910000,5.05E+13
HSS,HSS101.6X63.5X3.2,HSS101.6X63.5X3.2,7.7,916,102,92.7,,63.5,54.6,3.18,2.95,18.6,31.5,,1290000,30800,25200,37.3,620000,22300,19500,26.2,1340000,3.51E+13
HSS,HSS101.6X50.8X9.5,HSS101.6X50.8X9.5,18,2190,102,74.9,,50.8,24.2,9.53,8.86,2.73,8.46,,2330000,62900,45900,32.8,749000,37900,29500,18.5,2010000,6.62E+13
HSS,HSS101.6X50.8X7.9,HSS101.6X50.8X7.9,15.7,1900,102,79.5,,50.8,28.7,7.94,7.39,3.87,10.7,,2140000,56200,42000,33.5,695000,34100,27400,19.2,1830000,5.88E+13
HSS,HSS101.6X50.8X6.4,HSS101.6X50.8X6.4,13.1,1570,102,83.8,,50.8,33,6.35,5.92,5.58,14.2,,1870000,48200,36900,34.5,616000,29300,24300,19.8,1590000,5E+13
HSS,HSS101.6X50.8X4.8,HSS101.6X50.8X4.8,10.2,1220,102,88.4,,50.8,37.6,4.76,4.42,8.49,20,,1520000,38300,30000,35.3,508000,23400,20000,20.4,1280000,3.95E+13
HSS,HSS101.6X50.8X3.2,HSS101.6X50.8X3.2,7.06,839,102,92.7,,50.8,41.9,3.18,2.95,14.2,31.5,,1100000,27200,21600,36.3,374000,16700,14700,21.1,916000,2.77E+13
HSS,HSS101.6X38.1X6.4,HSS101.6X38.1X6.4,11.8,1430,102,83.8,,38.1,20.3,6.35,5.92,3.44,14.2,,1520000,41000,30000,32.8,305000,19800,16000,14.6,891000,3.57E+13
HSS,HSS101.6X38.1X4.8,HSS101.6X38.1X4.8,9.27,1100,102,88.4,,38.1,24.8,4.78,4.42,5.62,20,,1260000,32900,24700,33.8,258000,16100,13600,15.3,741000,2.87E+13
HSS,HSS101.6X38.1X3.2,HSS101.6X38.1X3.2,6.44,768,102,92.7,,38.1,29.2,3.18,2.95,9.93,31.5,,920000,23400,18200,34.5,194000,11600,10200,15.9,541000,2.03E+13
HSS,HSS88.9X88.9X9.5,HSS88.9X88.9X9.5,21.8,2640,88.9,62.2,,88.9,62.2,9.53,8.86,7.03,7.03,,2700000,76900,60800,32,2700000,76900,60800,32,4660000,1.11E+14
HSS,HSS88.9X88.9X7.9,HSS88.9X88.9X7.9,18.8,2270,88.9,66.8,,88.9,66.8,7.94,7.39,9.03,9.03,,2430000,67800,54700,32.8,2430000,67800,54700,32.8,4120000,9.67E+13
HSS,HSS88.9X88.9X6.4,HSS88.9X88.9X6.4,15.6,1880,88.9,71.1,,88.9,71.1,6.35,5.92,12,12,,2100000,57400,47200,33.5,2100000,57400,47200,33.5,3480000,8.06E+13
HSS,HSS88.9X88.9X4.8,HSS88.9X88.9X4.8,12.1,1450,88.9,75.7,,88.9,75.7,4.76,4.42,17.1,17.1,,1690000,45200,37900,34.3,1690000,45200,37900,34.3,2730000,6.28E+13
HSS,HSS88.9X88.9X3.2,HSS88.9X88.9X3.2,8.33,994,88.9,80,,88.9,80,3.18,2.95,27.2,27.2,,1210000,31600,27200,34.8,1210000,31600,27200,34.8,1910000,4.34E+13
HSS,HSS88.9X63.5X9.5,HSS88.9X63.5X9.5,18,2190,88.9,62.2,,63.5,36.8,9.53,8.86,4.16,7.03,,1980000,58800,44500,30.1,1150000,46300,36300,23,2560000,7.48E+13
HSS,HSS88.9X63.5X7.9,HSS88.9X63.5X7.9,15.6,1900,88.9,66.8,,63.5,41.4,7.94,7.39,5.59,9.03,,1810000,52500,40700,30.9,1060000,41400,33300,23.6,2300000,6.6E+13
HSS,HSS88.9X63.5X6.4,HSS88.9X63.5X6.4,13.1,1570,88.9,71.1,,63.5,45.7,6.35,5.92,7.73,12,,1580000,44800,35500,31.7,928000,35400,29200,24.3,1980000,5.58E+13
HSS,HSS88.9X63.5X4.8,HSS88.9X63.5X4.8,10.2,1220,88.9,75.7,,63.5,50.3,4.76,4.42,11.4,17.1,,1290000,35700,28900,32.5,760000,28300,23900,25,1570000,4.38E+13
HSS,HSS88.9X63.5X3.2,HSS88.9X63.5X3.2,7.07,839,88.9,80,,63.5,54.6,3.18,2.95,18.6,27.2,,929000,25300,20900,33.2,553000,20100,17400,25.6,1110000,3.06E+13
HSS,HSS88.9X50.8X6.4,HSS88.9X50.8X6.4,11.8,1430,88.9,71.1,,50.8,33,6.35,5.92,5.58,12,,1320000,38700,29700,30.5,541000,25900,21300,19.5,1320000,4.33E+13
HSS,HSS88.9X50.8X4.8,HSS88.9X50.8X4.8,9.27,1100,88.9,75.7,,50.8,37.6,4.76,4.42,8.49,17.1,,1090000,31000,24400,31.2,450000,20800,17700,20.1,1060000,3.42E+13
HSS,HSS88.9X50.8X3.2,HSS88.9X50.8X3.2,6.43,768,88.9,80,,50.8,41.9,3.18,2.95,14.2,27.2,,791000,22000,17900,32.3,331000,14900,13000,20.8,762000,2.41E+13
HSS,HSS88.9X38.1X6.4,HSS88.9X38.1X6.4,10.5,1270,88.9,71.1,,38.1,20.3,6.35,5.92,3.44,12,,1060000,32400,23900,29,266000,17400,13900,14.5,745000,3.08E+13
HSS,HSS88.9X38.1X4.8,HSS88.9X38.1X4.8,8.31,994,88.9,75.7,,38.1,24.8,4.76,4.42,5.62,17.1,,882000,26200,19800,29.7,226000,14200,11900,15.1,620000,2.47E+13
HSS,HSS88.9X38.1X3.2,HSS88.9X38.1X3.2,5.8,690,88.9,80,,38.1,29.2,3.18,2.95,9.93,27.2,,653000,18800,14700,30.7,171000,10300,8980,15.7,454000,1.77E+13
HSS,HSS76.2X76.2X9.5,HSS76.2X76.2X9.5,18,2190,76.2,49.5,,76.2,49.5,9.53,8.86,5.6,5.6,,1570000,53300,41300,26.9,1570000,53300,41300,26.9,2760000,7.77E+13
HSS,HSS76.2X76.2X7.9,HSS76.2X76.2X7.9,15.7,1900,76.2,54.1,,76.2,54.1,7.94,7.39,7.31,7.31,,1440000,47500,37700,27.4,1440000,47500,37700,27.4,2470000,6.85E+13
HSS,HSS76.2X76.2X6.4,HSS76.2X76.2X6.4,13.1,1570,76.2,58.4,,76.2,58.4,6.35,5.92,9.88,9.88,,1260000,40600,32900,28.2,1260000,40600,32900,28.2,2110000,5.77E+13
HSS,HSS76.2X76.2X4.8,HSS76.2X76.2X4.8,10.2,1220,76.2,63,,76.2,63,4.76,4.42,14.2,14.2,,1020000,32300,26900,29,1020000,32300,26900,29,1680000,4.52E+13
HSS,HSS76.2X76.2X3.2,HSS76.2X76.2X3.2,7.06,839,76.2,67.3,,76.2,67.3,3.18,2.95,22.9,22.9,,741000,22900,19500,29.7,741000,22900,19500,29.7,1180000,3.15E+13
HSS,HSS76.2X63.5X7.9,HSS76.2X63.5X7.9,14.1,1700,76.2,54.1,,63.5,41.4,7.94,7.39,5.59,7.31,,1220000,41100,31800,26.7,907000,36100,28500,23.1,1810000,5.56E+13
HSS,HSS76.2X63.5X6.4,HSS76.2X63.5X6.4,11.8,1430,76.2,58.4,,63.5,45.7,6.35,5.92,7.73,9.88,,1070000,35400,28200,27.4,803000,31100,25200,23.7,1560000,4.7E+13
HSS,HSS76.2X63.5X4.8,HSS76.2X63.5X4.8,9.27,1100,76.2,63,,63.5,50.3,4.76,4.42,11.4,14.2,,878000,28300,23100,28.2,662000,24900,20800,24.5,1250000,3.72E+13
HSS,HSS76.2X63.5X3.2,HSS76.2X63.5X3.2,6.43,768,76.2,67.3,,63.5,54.6,3.18,2.95,18.6,22.9,,641000,20200,16900,29,483000,17900,15300,25.1,887000,2.61E+13
HSS,HSS76.2X50.8X7.9,HSS76.2X50.8X7.9,12.5,1520,76.2,54.1,,50.8,28.7,7.94,7.39,3.87,7.31,,991000,34600,26100,25.7,516000,25900,20300,18.4,1190000,4.26E+13
HSS,HSS76.2X50.8X6.4,HSS76.2X50.8X6.4,10.5,1270,76.2,58.4,,50.8,33,6.35,5.92,5.58,9.88,,887000,30000,23300,26.4,462000,22600,18200,19.1,1050000,3.65E+13
HSS,HSS76.2X50.8X4.8,HSS76.2X50.8X4.8,8.31,994,76.2,63,,50.8,37.6,4.76,4.42,8.49,14.2,,737000,24300,19300,27.2,388000,18400,15300,19.8,853000,2.92E+13
HSS,HSS76.2X50.8X3.2,HSS76.2X50.8X3.2,5.8,690,76.2,67.3,,50.8,41.9,3.18,2.95,14.2,22.9,,541000,17400,14200,27.9,288000,13200,11300,20.4,612000,2.05E+13
HSS,HSS76.2X38.1X6.4,HSS76.2X38.1X6.4,9.26,1120,76.2,58.4,,38.1,20.3,6.35,5.92,3.44,9.88,,699000,24700,18400,24.9,226000,14900,11900,14.2,599000,2.59E+13
HSS,HSS76.2X38.1X4.8,HSS76.2X38.1X4.8,7.36,884,76.2,63,,38.1,24.8,4.76,4.42,5.62,14.2,,591000,20300,15500,25.9,194000,12300,10200,14.8,504000,2.1E+13
HSS,HSS76.2X38.1X3.2,HSS76.2X38.1X3.2,5.16,617,76.2,67.3,,38.1,29.2,3.18,2.95,9.93,22.9,,441000,14700,11600,26.7,148000,9010,7770,15.5,369000,1.51E+13
HSS,HSS76.2X25.4X4.8,HSS76.2X25.4X4.8,6.41,768,76.2,63,,25.4,12.1,4.76,4.42,2.75,14.2,,445000,16200,11700,24.1,72000,7080,5650,9.65,219000,1.3E+13
HSS,HSS76.2X25.4X3.2,HSS76.2X25.4X3.2,4.53,542,76.2,67.3,,25.4,16.6,3.18,2.95,5.62,22.9,,340000,11900,8930,25.1,57400,5330,4520,10.3,170000,9.59E+12
HSS,HSS63.5X63.5X7.9,HSS63.5X63.5X7.9,12.5,1520,63.5,41.4,,63.5,41.4,7.94,7.39,5.59,5.59,,758000,30800,23900,22.4,758000,30800,23900,22.4,1330000,4.49E+13
HSS,HSS63.5X63.5X6.4,HSS63.5X63.5X6.4,10.5,1270,63.5,45.7,,63.5,45.7,6.35,5.92,7.73,7.73,,678000,26700,21300,23.1,678000,26700,21300,23.1,1160000,3.85E+13
HSS,HSS63.5X63.5X4.8,HSS63.5X63.5X4.8,8.3,994,63.5,50.3,,63.5,50.3,4.76,4.42,11.4,11.4,,562000,21600,17700,23.8,562000,21600,17700,23.8,937000,3.05E+13
HSS,HSS63.5X63.5X3.2,HSS63.5X63.5X3.2,5.8,690,63.5,54.6,,63.5,54.6,3.18,2.95,18.6,18.6,,415000,15500,13100,24.5,415000,15500,13100,24.5,670000,2.15E+13
HSS,HSS63.5X50.8X6.4,HSS63.5X50.8X6.4,9.26,1120,63.5,45.7,,50.8,33,6.35,5.92,5.58,7.73,,554000,22500,17400,22.2,387000,19200,15200,18.6,791000,2.98E+13
HSS,HSS63.5X50.8X4.8,HSS63.5X50.8X4.8,7.36,884,63.5,50.3,,50.8,37.6,4.76,4.42,8.49,11.4,,466000,18400,14700,23,327000,15700,12900,19.3,645000,2.39E+13
HSS,HSS63.5X50.8X3.2,HSS63.5X50.8X3.2,5.16,617,63.5,54.6,,50.8,41.9,3.18,2.95,14.2,18.6,,347000,13300,10900,23.7,245000,11400,9650,19.9,466000,1.7E+13
HSS,HSS63.5X38.1X6.4,HSS63.5X38.1X6.4,8,974,63.5,45.7,,38.1,20.3,6.35,5.92,3.44,7.73,,429000,18200,13500,21,187000,12500,9820,13.9,458000,2.11E+13
HSS,HSS63.5X38.1X4.8,HSS63.5X38.1X4.8,6.41,768,63.5,50.3,,38.1,24.8,4.76,4.42,5.62,11.4,,367000,15000,11600,21.8,162000,10400,8520,14.5,387000,1.72E+13
HSS,HSS63.5X38.1X3.2,HSS63.5X38.1X3.2,4.53,542,63.5,54.6,,38.1,29.2,3.18,2.95,9.93,18.6,,278000,11000,8770,22.7,125000,7690,6540,15.2,286000,1.24E+13
HSS,HSS63.5X25.4X4.8,HSS63.5X25.4X4.8,5.46,658,63.5,50.3,,25.4,12.1,4.76,4.42,2.75,11.4,,269000,11700,8470,20.2,59500,5900,4670,9.5,171000,1.06E+13
HSS,HSS63.5X25.4X3.2,HSS63.5X25.4X3.2,3.9,467,63.5,54.6,,25.4,16.6,3.18,2.95,5.62,18.6,,209000,8720,6600,21.2,47900,4490,3770,10.1,134000,7.91E+12
HSS,HSS57.2X57.2X6.4,HSS57.2X57.2X6.4,9.26,1120,57.2,39.4,,57.2,39.4,6.35,5.92,6.66,6.66,,470000,21000,16600,20.5,470000,21000,16600,20.5,816000,3.03E+13
HSS,HSS57.2X57.2X4.8,HSS57.2X57.2X4.8,7.35,884,57.2,43.9,,57.2,43.9,4.76,4.42,9.93,9.93,,397000,17000,13900,21.2,397000,17000,13900,21.2,666000,2.43E+13
HSS,HSS57.2X57.2X3.2,HSS57.2X57.2X3.2,5.16,617,57.2,48.3,,57.2,48.3,3.18,2.95,16.4,16.4,,296000,12400,10400,21.9,296000,12400,10400,21.9,479000,1.72E+13
HSS,HSS50.8X50.8X6.4,HSS50.8X50.8X6.4,8,974,50.8,33,,50.8,33,6.35,5.92,5.58,5.58,,311000,15800,12200,17.9,311000,15800,12200,17.9,545000,2.31E+13
HSS,HSS50.8X50.8X4.8,HSS50.8X50.8X4.8,6.4,768,50.8,37.6,,50.8,37.6,4.76,4.42,8.49,8.49,,267000,13100,10500,18.6,267000,13100,10500,18.6,454000,1.87E+13
HSS,HSS50.8X50.8X3.2,HSS50.8X50.8X3.2,4.53,542,50.8,41.9,,50.8,41.9,3.18,2.95,14.2,14.2,,202000,9570,7960,19.3,202000,9570,7960,19.3,331000,1.34E+13
HSS,HSS50.8X38.1X4.8,HSS50.8X38.1X4.8,5.46,658,50.8,37.6,,38.1,24.8,4.76,4.42,5.62,8.49,,206000,10500,8110,17.7,130000,8540,6830,14.1,276000,1.35E+13
HSS,HSS50.8X38.1X3.2,HSS50.8X38.1X3.2,3.9,467,50.8,41.9,,38.1,29.2,3.18,2.95,9.93,14.2,,159000,7780,6280,18.5,102000,6370,5330,14.8,206000,9.82E+12
HSS,HSS50.8X25.4X4.8,HSS50.8X25.4X4.8,4.51,545,50.8,37.6,,25.4,12.1,4.76,4.42,2.75,8.49,,146000,7870,5740,16.3,46600,4720,3690,9.27,125000,8.28E+12
HSS,HSS50.8X25.4X3.2,HSS50.8X25.4X3.2,3.26,392,50.8,41.9,,25.4,16.6,3.18,2.95,5.62,14.2,,117000,6000,4590,17.2,38400,3650,3020,9.91,99100,6.23E+12
HSS,HSS38.1X38.1X6.4,HSS38.1X38.1X6.4,5.52,671,38.1,20.3,,38.1,20.3,6.35,5.92,3.44,3.44,,108000,7690,5670,12.7,108000,7690,5670,12.7,196000,1.15E+13
HSS,HSS38.1X38.1X4.8,HSS38.1X38.1X4.8,4.52,545,38.1,24.8,,38.1,24.8,4.78,4.42,5.62,5.62,,98200,6650,5160,13.4,98200,6650,5160,13.4,172000,9.7E+12
HSS,HSS38.1X38.1X3.2,HSS38.1X38.1X3.2,3.27,392,38.1,29.2,,38.1,29.2,3.18,2.95,9.93,9.93,,78300,5060,4110,14.1,78300,5060,4110,14.1,132000,7.18E+12
HSS,HSS711.2X25.4,HSS711.2X25.4,430,51000,,,711,,,25.4,23.6,,,30.1,3020000000,11200000,8490000,243,3020000000,11200000,8490000,243,6040000000,1.69E+16
HSS,HSS711.2X22.2,HSS711.2X22.2,378,44800,,,711,,,22.2,20.7,,,34.4,2680000000,9870000,7520000,244,2680000000,9870000,7520000,244,5370000000,1.5E+16
HSS,HSS711.2X19.0,HSS711.2X19.0,325,38600,,,711,,,19.1,17.7,,,40.1,2320000000,8520000,6520000,245,2320000000,8520000,6520000,245,4660000000,1.3E+16
HSS,HSS711.2X15.9,HSS711.2X15.9,272,32300,,,711,,,15.9,14.8,,,48.2,1960000000,7160000,5510000,246,1960000000,7160000,5510000,246,3920000000,1.1E+16
HSS,HSS711.2X12.7,HSS711.2X12.7,219,25900,,,711,,,12.7,11.8,,,60.2,1590000000,5780000,4460000,247,1590000000,5780000,4460000,247,3180000000,8.91E+15
HSS,HSS711.2X9.5,HSS711.2X9.5,165,19500,,,711,,,9.53,8.86,,,80.3,1210000000,4380000,3390000,248,1210000000,4380000,3390000,248,2410000000,6.78E+15
HSS,HSS660.4X19.0,HSS660.4X19.0,301,35700,,,660,,,19.1,17.7,,,37.3,1850000000,7330000,5600000,227,1850000000,7330000,5600000,227,3700000000,1.12E+16
HSS,HSS660.4X15.9,HSS660.4X15.9,252,29900,,,660,,,15.9,14.8,,,44.7,1560000000,6160000,4740000,228,1560000000,6160000,4740000,228,3120000000,9.46E+15
HSS,HSS660.4X12.7,HSS660.4X12.7,203,24100,,,660,,,12.7,11.8,,,55.9,1270000000,4970000,3830000,229,1270000000,4970000,3830000,229,2530000000,7.67E+15
HSS,HSS660.4X9.5,HSS660.4X9.5,153,18100,,,660,,,9.53,8.86,,,74.6,961000000,3750000,2920000,230,961000000,3750000,2920000,230,1920000000,5.83E+15
HSS,HSS660.4X7.9,HSS660.4X7.9,128,15200,,,660,,,7.95,7.39,,,89.5,807000000,3150000,2440000,231,807000000,3150000,2440000,231,1610000000,4.88E+15
HSS,HSS609.6X25.4,HSS609.6X25.4,366,43500,,,610,,,25.4,23.6,,,25.8,1870000000,8110000,6130000,207,1870000000,8110000,6130000,207,3740000000,1.22E+16
HSS,HSS609.6X22.2,HSS609.6X22.2,322,38300,,,610,,,22.2,20.7,,,29.5,1660000000,7180000,5440000,208,1660000000,7180000,5440000,208,3320000000,1.09E+16
HSS,HSS609.6X19.0,HSS609.6X19.0,277,33000,,,610,,,19.1,17.7,,,34.4,1440000000,6210000,4740000,209,1440000000,6210000,4740000,209,2890000000,9.46E+15
HSS,HSS609.6X15.9,HSS609.6X15.9,232,27600,,,610,,,15.9,14.8,,,41.3,1220000000,5230000,4000000,210,1220000000,5230000,4000000,210,2440000000,8E+15
HSS,HSS609.6X12.7,HSS609.6X12.7,187,22200,,,610,,,12.7,11.8,,,51.6,991000000,4230000,3240000,211,991000000,4230000,3240000,211,1980000000,6.51E+15
HSS,HSS609.6X9.5,HSS609.6X9.5,141,16700,,,610,,,9.53,8.86,,,68.8,753000000,3200000,2470000,212,753000000,3200000,2470000,212,1510000000,4.95E+15
HSS,HSS609.6X7.9,HSS609.6X7.9,118,13900,,,610,,,7.95,7.39,,,82.6,633000000,2670000,2080000,213,633000000,2670000,2080000,213,1270000000,4.15E+15
HSS,HSS558.8X19.0,HSS558.8X19.0,254,30100,,,559,,,19.1,17.7,,,31.5,1100000000,5190000,3950000,192,1100000000,5190000,3950000,192,2210000000,7.88E+15
HSS,HSS558.8X15.9,HSS558.8X15.9,213,25200,,,559,,,15.9,14.8,,,37.8,932000000,4380000,3340000,193,932000000,4380000,3340000,193,1870000000,6.69E+15
HSS,HSS558.8X12.7,HSS558.8X12.7,171,20300,,,559,,,12.7,11.8,,,47.3,758000000,3540000,2720000,194,758000000,3540000,2720000,194,1520000000,5.42E+15
HSS,HSS558.8X9.5,HSS558.8X9.5,129,15300,,,559,,,9.53,8.86,,,63.1,579000000,2670000,2060000,195,579000000,2670000,2060000,195,1160000000,4.15E+15
HSS,HSS558.8X7.9,HSS558.8X7.9,108,12800,,,559,,,7.95,7.39,,,75.7,487000000,2250000,1740000,195,487000000,2250000,1740000,195,974000000,3.47E+15
HSS,HSS508X25.4,HSS508X25.4,302,35900,,,508,,,25.4,23.6,,,21.5,1060000000,5540000,4160000,171,1060000000,5540000,4160000,171,2110000000,8.29E+15
HSS,HSS508X22.2,HSS508X22.2,266,31600,,,508,,,22.2,20.7,,,24.6,941000000,4920000,3700000,172,941000000,4920000,3700000,172,1880000000,7.39E+15
HSS,HSS508X19.0,HSS508X19.0,230,27300,,,508,,,19.1,17.7,,,28.7,820000000,4260000,3230000,173,820000000,4260000,3230000,173,1640000000,6.46E+15
HSS,HSS508X15.9,HSS508X15.9,193,22900,,,508,,,15.9,14.8,,,34.4,695000000,3590000,2740000,174,695000000,3590000,2740000,174,1390000000,5.47E+15
HSS,HSS508X12.7,HSS508X12.7,155,18400,,,508,,,12.7,11.8,,,43,566000000,2900000,2230000,176,566000000,2900000,2230000,176,1130000000,4.46E+15
HSS,HSS508X9.5,HSS508X9.5,117,13900,,,508,,,9.53,8.86,,,57.3,433000000,2210000,1700000,177,433000000,2210000,1700000,177,866000000,3.41E+15
HSS,HSS508X7.9,HSS508X7.9,97.9,11600,,,508,,,7.95,7.39,,,68.8,364000000,1850000,1430000,177,364000000,1850000,1430000,177,728000000,2.87E+15
HSS,HSS508X6.4,HSS508X6.4,78.5,9290,,,508,,,6.35,5.92,,,86,293000000,1490000,1160000,178,293000000,1490000,1160000,178,587000000,2.31E+15
HSS,HSS457.2X25.4,HSS457.2X25.4,270,32200,,,457,,,25.4,23.6,,,19.4,758000000,4440000,3310000,153,758000000,4440000,3310000,153,1520000000,6.6E+15
HSS,HSS457.2X22.2,HSS457.2X22.2,238,28300,,,457,,,22.2,20.7,,,22.1,678000000,3950000,2970000,154,678000000,3950000,2970000,154,1350000000,5.9E+15
HSS,HSS457.2X19.0,HSS457.2X19.0,206,24500,,,457,,,19.1,17.7,,,25.8,591000000,3420000,2590000,155,591000000,3420000,2590000,155,1180000000,5.16E+15
HSS,HSS457.2X15.9,HSS457.2X15.9,173,20500,,,457,,,15.9,14.8,,,31,504000000,2880000,2200000,156,504000000,2880000,2200000,156,1010000000,4.39E+15
HSS,HSS457.2X12.7,HSS457.2X12.7,139,16500,,,457,,,12.7,11.8,,,38.7,410000000,2340000,1790000,157,410000000,2340000,1790000,157,820000000,3.59E+15
HSS,HSS457.2X9.5,HSS457.2X9.5,105,12500,,,457,,,9.53,8.86,,,51.6,314000000,1790000,1370000,158,314000000,1790000,1370000,158,629000000,2.75E+15
HSS,HSS457.2X7.9,HSS457.2X7.9,87.9,10500,,,457,,,7.95,7.39,,,61.9,264000000,1490000,1150000,159,264000000,1490000,1150000,159,529000000,2.31E+15
HSS,HSS457.2X6.4,HSS457.2X6.4,70.6,8390,,,457,,,6.35,5.92,,,77.4,213000000,1200000,932000,160,213000000,1200000,932000,160,425000000,1.87E+15
HSS,HSS406.4X25.4,HSS406.4X25.4,239,28400,,,406,,,25.4,23.6,,,17.2,520000000,3460000,2570000,136,520000000,3460000,2570000,136,1040000000,5.11E+15
HSS,HSS406.4X22.2,HSS406.4X22.2,211,25000,,,406,,,22.2,20.7,,,19.7,466000000,3080000,2290000,137,466000000,3080000,2290000,137,932000000,4.57E+15
HSS,HSS406.4X19.0,HSS406.4X19.0,182,21600,,,406,,,19.1,17.7,,,22.9,410000000,2670000,2020000,138,410000000,2670000,2020000,138,820000000,4.01E+15
HSS,HSS406.4X15.9,HSS406.4X15.9,153,18100,,,406,,,15.9,14.8,,,27.5,349000000,2260000,1720000,139,349000000,2260000,1720000,139,699000000,3.42E+15
HSS,HSS406.4X12.7,HSS406.4X12.7,123,14600,,,406,,,12.7,11.8,,,34.4,285000000,1840000,1400000,139,285000000,1840000,1400000,139,570000000,2.8E+15
HSS,HSS406.4X11.1,HSS406.4X11.1,108,12800,,,406,,,11.1,10.3,,,39.3,252000000,1620000,1240000,140,252000000,1620000,1240000,140,504000000,2.49E+15
HSS,HSS406.4X9.5,HSS406.4X9.5,93.2,11100,,,406,,,9.53,8.86,,,45.8,219000000,1400000,1080000,140,219000000,1400000,1080000,140,437000000,2.15E+15
HSS,HSS406.4X7.9,HSS406.4X7.9,77.9,9290,,,406,,,7.94,7.39,,,55,184000000,1180000,908000,141,184000000,1180000,908000,141,369000000,1.82E+15
HSS,HSS406.4X6.4,HSS406.4X6.4,62.6,7420,,,406,,,6.35,5.92,,,68.7,149000000,949000,734000,142,149000000,949000,734000,142,298000000,1.47E+15
HSS,HSS355.6X25.4,HSS355.6X25.4,207,24600,,,356,,,25.4,23.6,,,15.1,341000000,2610000,1920000,118,341000000,2610000,1920000,118,683000000,3.8E+15
