type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,bf,bfdet,tw,twdet,twdet/2,tf,tfdet,kdes,kdet,k1,bf/2tf,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,Wno,Sw1,Qf,Qw,rts,ho,PA,PB,PC,PD,T,WGi,WGo
W,W360X677,W360X677,T,677,86500,483,483,427,429,51.3,50.8,25.4,81.5,81,96.8,114,57.2,2.62,5.66,2990000000,15300000,12400000,186,1070000000,7670000,4980000,111,164000000,4.30E+13,42800,372000000,3060000,7640000,131,401,2110,2540,1390,1820,254,191,76.2
W,W360X634,W360X634,T,634,80600,475,473,424,425,47.8,47.6,23.8,77.2,77.8,92.2,110,54,2.75,6.08,2750000000,14200000,11600000,184,982000000,7110000,4640000,110,138000000,3.87E+13,42200,345000000,2880000,7130000,130,399,2100,2520,1370,1800,254,191,76.2
W,W360X592,W360X592,T,592,75500,465,464,422,422,45,44.4,22.2,72.4,73,87.4,105,54,2.92,6.44,2500000000,13100000,10700000,182,903000000,6590000,4290000,109,114000000,3.46E+13,41400,316000000,2670000,6570000,128,394,2080,2500,1350,1770,254,191,76.2
W,W360X551,W360X551,T,551,70300,455,454,419,419,42.2,42.9,20.6,67.6,68.3,82.8,100,52.4,3.1,6.89,2260000000,12100000,9950000,180,828000000,6060000,3950000,108,92400000,3.12E+13,40600,287000000,2460000,6010000,127,386,2060,2480,1330,1750,254,191,76.2
W,W360X509,W360X509,T,509,65200,445,444,417,416,39.1,39.7,20.6,62.7,63.5,78,95.3,50.8,3.31,7.41,2040000000,11000000,9140000,177,753000000,5540000,3620000,108,74100000,2.77E+13,39700,260000000,2260000,5490000,126,381,2030,2450,1310,1720,254,191,76.2
W,W360X463,W360X463,T,463,59000,434,435,411,413,35.8,36.5,19,57.4,57.2,72.6,90.5,49.2,3.59,8.09,1800000000,9880000,8290000,175,670000000,4980000,3260000,107,56600000,2.39E+13,38800,229000000,2030000,4920000,124,376,2010,2420,1280,1690,254,191,76.2
W,W360X421,W360X421,T,421,53700,424,425,409,410,32.8,33.3,17.5,52.6,52.4,67.8,85.7,47.6,3.89,8.84,1600000000,8880000,7520000,172,599000000,4490000,2930000,106,43300000,2.09E+13,38000,204000000,1840000,4410000,122,371,1980,2390,1260,1670,254,191,76.2
W,W360X382,W360X382,F,382,48800,417,416,406,406,30,30.2,15.9,48,47.6,63.2,81,46,4.23,9.71,1420000000,7980000,6800000,170,537000000,4030000,2640000,105,32900000,1.82E+13,37400,183000000,1670000,3980000,121,368,1970,2370,1240,1650,254,191,76.2
W,W360X347,W360X347,F,347,44200,406,406,404,403,27.2,27,14.3,43.7,44.4,58.9,76.2,44.5,4.62,10.7,1250000000,7140000,6150000,168,479000000,3620000,2380000,104,24800000,1.58E+13,36600,161000000,1490000,3540000,119,363,1940,2350,1220,1620,254,191,76.2
W,W360X314,W360X314,F,314,40000,399,400,401,400,24.9,25.4,12.7,39.6,39.7,54.9,73,42.9,5.06,11.6,1110000000,6390000,5540000,166,429000000,3240000,2130000,103,18600000,1.38E+13,36100,143000000,1340000,3180000,118,358,1930,2330,1200,1600,254,191,76.2
W,W360X287,W360X287,F,287,36600,394,394,399,400,22.6,22.2,11.1,36.6,36.5,51.8,69.9,42.9,5.45,12.8,999000000,5820000,5080000,165,388000000,2950000,1950000,103,14500000,1.23E+13,35600,130000000,1230000,2900000,117,358,1910,2310,1190,1580,254,191,76.2
W,W360X262,W360X262,F,262,33400,386,387,399,397,21.1,20.6,11.1,33.3,33.3,48.5,66.7,41.3,5.97,13.7,891000000,5240000,4600000,163,349000000,2670000,1750000,102,11000000,1.09E+13,35200,117000000,1110000,2610000,116,353,1900,2300,1170,1570,254,191,76.2
W,W360X237,W360X237,F,237,30100,381,381,396,397,18.9,19,9.52,30.2,30.2,45.5,63.5,39.7,6.54,15.3,791000000,4700000,4160000,162,311000000,2390000,1580000,102,8200000,9.56E+12,34800,104000000,1000000,2340000,115,351,1890,2280,1160,1550,254,191,76.2
W,W360X216,W360X216,F,216,27500,376,375,394,394,17.3,17.5,9.52,27.7,27,42.9,60.3,39.7,7.11,16.8,712000000,4260000,3800000,161,282000000,2180000,1430000,101,6330000,8.51E+12,34300,93200000,908000,2110000,114,348,1870,2270,1150,1540,254,191,76.2
W,W360X196,W360X196,F,196,25000,373,371,373,375,16.4,15.9,7.94,26.2,25.4,41.4,58.7,39.7,7.15,17.7,637000000,3830000,3420000,160,228000000,1850000,1220000,95.5,5120000,6.85E+12,32400,79100000,811000,1900000,107,348,1810,2180,1120,1490,254,140,
W,W360X179,W360X179,F,179,22800,368,368,373,371,15,14.3,7.94,23.9,23.8,39.1,57.2,38.1,7.8,19.3,574000000,3470000,3110000,158,206000000,1670000,1110000,95,3900000,6.10E+12,32100,71600000,737000,1720000,107,345,1800,2170,1110,1480,254,140,
W,W360X162,W360X162,F,162,20600,363,365,371,371,13.3,12.7,6.35,21.8,22.2,37.1,55.6,38.1,8.49,21.7,516000000,3150000,2830000,158,186000000,1520000,1000000,94.7,2960000,5.42E+12,31700,64100000,667000,1550000,106,340,1790,2160,1100,1470,254,140,
W,W360X147,W360X147,F,147,18800,361,359,371,371,12.3,12.7,6.35,19.8,19,35.1,52.4,36.5,9.34,23.5,462000000,2830000,2570000,157,167000000,1370000,905000,94.2,2240000,4.83E+12,31600,57900000,605000,1410000,105,340,1780,2150,1090,1460,254,140,
W,W360X134,W360X134,F,134,17100,356,356,368,368,11.2,11.1,6.35,18,17.5,33.3,50.8,36.5,10.2,25.9,416000000,2570000,2340000,156,151000000,1240000,818000,94,1690000,4.30E+12,31100,51600000,544000,1260000,104,338,1770,2140,1080,1450,254,140,
W,W360X122,W360X122,F,122,15500,363,362,257,257,13,12.7,6.35,21.7,22.2,36.8,42.9,27,5.92,22.4,367000000,2280000,2020000,154,61600000,734000,480000,63,2110000,1.80E+12,21900,30500000,452000,1120000,72.4,340,1450,1700,983,1240,276,140,
W,W360X110,W360X110,F,110,14100,361,359,257,257,11.4,11.1,6.35,19.9,20.6,35.1,41.3,27,6.41,25.4,331000000,2060000,1840000,153,55800000,664000,436000,63,1610000,1.61E+12,21900,27900000,416000,1020000,71.9,340,1440,1700,978,1230,276,140,
W,W360X101,W360X101,F,101,12900,356,356,254,254,10.5,11.1,6.35,18.3,19,33.3,39.7,27,6.97,27.5,301000000,1880000,1690000,153,50400000,605000,397000,62.5,1250000,1.44E+12,21400,24900000,375000,918000,71.1,338,1430,1680,965,1220,276,140,
W,W360X91,W360X91,F,91,11500,353,352,254,254,9.53,9.52,4.76,16.4,15.9,31.5,38.1,25.4,7.75,30.4,266000000,1670000,1510000,152,44500000,537000,352000,62.2,912000,1.26E+12,21400,22200000,338000,823000,70.6,338,1420,1680,960,1210,276,140,
W,W360X79,W360X79,F,79,10100,353,352,205,203,9.4,9.52,4.76,16.8,17.5,31.8,38.1,25.4,6.11,30.9,225000000,1430000,1270000,150,24000000,361000,234000,48.8,807000,6.82E+11,17200,14800000,275000,696000,56.4,335,1280,1480,912,1120,276,140,
W,W360X72,W360X72,F,72,9100,351,349,204,203,8.64,7.94,4.76,15.1,15.9,30.2,36.5,25.4,6.75,33.6,201000000,1280000,1150000,149,21400000,321000,210000,48.5,604000,6.02E+11,17100,13200000,247000,628000,55.9,335,1270,1470,904,1110,276,140,
W,W360X64,W360X64,F,64,8130,348,346,203,203,7.75,7.94,4.76,13.5,12.7,28.4,34.9,25.4,7.54,37.4,178000000,1140000,1030000,148,18800000,283000,185000,48,437000,5.24E+11,17000,11600000,220000,557000,55.4,335,1260,1470,899,1100,276,140,
W,W360X57.8,W360X57.8,F,57.8,7230,358,359,172,171,7.87,7.94,4.76,13.1,12.7,23.2,31.8,20.6,6.57,39.6,160000000,1010000,895000,149,11100000,198000,129000,39.4,332000,3.30E+11,14800,8320000,185000,497000,46.2,345,1200,1370,889,1060,295,88.9,
W,W360X51,W360X51,F,51,6450,356,356,171,171,7.24,7.94,4.76,11.6,11.1,21.7,30.2,19.1,7.41,43.1,142000000,895000,796000,148,9700000,174000,113000,38.9,237000,2.87E+11,14800,7330000,164000,441000,45.7,343,1190,1360,884,1050,295,88.9,
W,W360X44,W360X44,F,44,5710,351,352,171,171,6.86,6.35,3.18,9.78,9.52,19.9,28.6,19.1,8.74,45.4,121000000,775000,688000,146,8160000,147000,95400,37.8,158000,2.38E+11,14600,6080000,137000,379000,45,340,1180,1350,871,1040,295,88.9,
W,W360X39,W360X39,F,39,4960,353,352,128,127,6.48,6.35,3.18,10.7,11.1,20.8,28.6,19.1,5.98,48.1,102000000,659000,578000,144,3710000,90800,58200,27.4,149000,1.09E+11,11000,3730000,111000,323000,33,343,1060,1190,833,963,295,69.9,
W,W360X32.9,W360X32.9,F,32.9,4190,348,349,127,127,5.84,6.35,3.18,8.51,7.94,18.7,27,19.1,7.46,53.3,82800000,544000,475000,141,2910000,71900,45900,26.4,86600,84300000000,10800,2910000,87500,264000,32.3,340,1050,1180,823,950,295,69.9,
W,W310X500,W310X500,T,500,63800,427,429,340,340,45.2,44.4,22.2,75.2,74.6,90.2,98.4,42.9,2.26,5.47,1690000000,9880000,7910000,163,495000000,4490000,2900000,88.1,101000000,1.53E+13,29900,191000000,1950000,4930000,105,351,1760,2100,1190,1530,232,140,
W,W310X454,W310X454,T,454,57700,414,416,335,337,41.4,41.3,20.6,68.8,68.3,83.8,92.1,41.3,2.45,5.98,1480000000,8800000,7130000,160,437000000,4000000,2610000,86.9,77000000,1.31E+13,28900,167000000,1750000,4380000,103,345,1720,2060,1160,1500,232,140,
W,W310X415,W310X415,T,415,52800,404,403,333,333,38.9,38.1,19,62.7,63.5,78,85.7,41.3,2.66,6.35,1290000000,7880000,6440000,156,390000000,3610000,2340000,85.9,59500000,1.13E+13,28400,148000000,1570000,3930000,102,340,1700,2030,1140,1470,232,140,
W,W310X375,W310X375,T,375,47800,391,391,330,330,35.6,34.9,17.5,57.2,57.2,72.4,79.4,38.1,2.89,6.96,1130000000,7010000,5780000,154,345000000,3210000,2080000,84.8,45000000,9.61E+12,27500,130000000,1410000,3490000,99.8,335,1680,2010,1110,1440,232,140,
W,W310X342,W310X342,T,342,43700,384,381,328,327,32.8,33.3,17.5,52.6,52.4,67.8,74.6,38.1,3.11,7.56,1010000000,6330000,5260000,152,309000000,2900000,1880000,84.1,34900000,8.38E+12,27100,117000000,1280000,3160000,98.3,330,1660,1990,1090,1420,232,140,
W,W310X313,W310X313,F,313,39900,373,375,325,324,30,30.2,15.9,48.3,47.6,63.5,71.4,36.5,3.37,8.23,891000000,5700000,4790000,150,276000000,2610000,1700000,83.3,26900000,7.30E+12,26500,104000000,1160000,2830000,96.8,325,1640,1960,1070,1400,232,140,
W,W310X283,W310X283,F,283,36100,366,365,323,321,26.9,27,14.3,44.2,44.4,59.2,66.7,34.9,3.65,9.16,787000000,5100000,4310000,148,245000000,2340000,1520000,82.6,20300000,6.34E+12,25900,92400000,1050000,2560000,95.8,323,1620,1940,1050,1380,232,140,
W,W310X253,W310X253,F,253,32300,356,356,320,321,24.4,23.8,12.7,39.6,39.7,54.9,61.9,33.3,4.03,10.1,687000000,4510000,3850000,146,215000000,2060000,1350000,81.8,14800000,5.40E+12,25300,80300000,926000,2230000,94,315,1600,1920,1030,1350,232,140,
W,W310X226,W310X226,F,226,28800,348,349,318,318,22.1,22.2,11.1,35.6,34.9,50.8,58.7,31.8,4.46,11.2,595000000,3980000,3420000,144,189000000,1820000,1190000,81,10700000,4.62E+12,24800,69900000,821000,1980000,93,312,1580,1890,1010,1330,232,140,
W,W310X202,W310X202,F,202,25700,340,340,315,314,20.1,20.6,11.1,31.8,31.8,47,54,31.8,4.96,12.3,516000000,3510000,3050000,142,166000000,1610000,1050000,80.3,7700000,3.95E+12,24300,60800000,723000,1740000,91.7,310,1560,1870,996,1310,232,140,
W,W310X179,W310X179,F,179,22700,333,333,312,314,18,17.5,9.52,28.2,28.6,43.2,50.8,30.2,5.57,13.7,445000000,3050000,2670000,140,144000000,1400000,918000,79.5,5370000,3.33E+12,23800,52400000,633000,1510000,90.4,305,1540,1850,978,1290,232,140,
W,W310X158,W310X158,F,158,20100,328,327,310,311,15.5,15.9,7.94,25.1,25.4,40.4,47.6,28.6,6.17,15.9,388000000,2690000,2380000,139,125000000,1230000,808000,79,3800000,2.87E+12,23400,45800000,560000,1330000,89.4,302,1530,1840,965,1280,232,140,
W,W310X143,W310X143,F,143,18200,323,324,310,308,14,14.3,7.94,22.9,22.2,38.1,46,28.6,6.76,17.7,347000000,2410000,2150000,138,112000000,1110000,728000,78.5,2850000,2.53E+12,23200,41100000,506000,1200000,88.6,300,1520,1830,955,1260,232,140,
W,W310X129,W310X129,F,129,16500,318,318,307,308,13.1,12.7,6.35,20.6,20.6,35.8,42.9,27,7.48,18.9,308000000,2160000,1930000,137,100000000,990000,651000,78,2120000,2.22E+12,22800,36000000,449000,1060000,87.9,297,1500,1810,942,1250,232,140,
W,W310X117,W310X117,F,117,15000,315,314,307,308,11.9,12.7,6.35,18.7,19,33.8,41.3,27,8.22,20.7,276000000,1950000,1750000,136,89900000,890000,587000,77.5,1600000,1.97E+12,22800,32700000,408000,965000,87.1,297,1500,1810,937,1240,232,140,
W,W310X107,W310X107,F,107,13600,312,311,305,305,10.9,11.1,6.35,17,17.5,32.3,39.7,27,8.99,22.6,248000000,1770000,1600000,135,81200000,806000,531000,77.2,1220000,1.76E+12,22500,29200000,369000,872000,86.6,295,1490,1800,930,1230,232,140,
W,W310X97,W310X97,F,97,12300,307,308,305,305,9.91,9.52,4.76,15.4,15.9,30.5,38.1,25.4,9.92,24.9,222000000,1590000,1440000,134,72400000,723000,477000,76.7,907000,1.55E+12,22300,26100000,331000,778000,85.9,292,1480,1790,919,1220,232,140,
W,W310X86,W310X86,F,86,11000,310,311,254,254,9.14,9.52,4.76,16.3,15.9,31.5,38.1,23.8,7.82,27,198000000,1420000,1280000,134,44500000,533000,351000,63.8,874000,9.59E+11,18600,19200000,292000,695000,71.4,295,1340,1590,874,1130,235,140,
W,W310X79,W310X79,F,79,10100,307,305,254,254,8.76,9.52,4.76,14.6,14.3,30,34.9,23.8,8.69,28.1,177000000,1280000,1160000,133,39900000,477000,315000,63,658000,8.49E+11,18600,17200000,262000,628000,70.9,292,1330,1590,869,1120,235,140,
W,W310X74,W310X74,F,74,9420,310,311,205,206,9.4,9.52,4.76,16.3,15.9,29,38.1,23.8,6.31,26.8,163000000,1180000,1050000,132,23400000,349000,228000,49.8,712000,5.05E+11,15100,12600000,234000,580000,57.2,295,1190,1400,826,1030,235,140,
W,W310X67,W310X67,F,67,8450,307,305,204,203,8.51,7.94,4.76,14.6,14.3,27.4,34.9,23.8,7,29.6,145000000,1050000,946000,131,20800000,311000,203000,49.5,524000,4.43E+11,15000,11200000,210000,519000,56.6,292,1190,1390,820,1020,235,140,
W,W310X60,W310X60,F,60,7550,302,305,203,203,7.49,7.94,4.76,13.1,12.7,25.9,34.9,22.2,7.77,33.6,128000000,934000,844000,130,18400000,275000,180000,49.3,377000,3.87E+11,14700,9780000,185000,456000,56.1,290,1180,1380,808,1010,235,140,
W,W310X52,W310X52,F,52,6650,318,318,167,165,7.62,7.94,4.76,13.2,12.7,20.8,30.2,19.1,6.31,36.2,119000000,839000,747000,133,10200000,188000,122000,39.1,308000,2.36E+11,12600,6990000,160000,416000,45.5,305,1100,1270,803,968,257,88.9,
W,W310X44.5,W310X44.5,F,44.5,5670,312,314,166,165,6.6,6.35,3.18,11.2,11.1,18.8,28.6,19.1,7.41,41.8,99100000,706000,633000,132,8450000,157000,102000,38.6,190000,1.93E+11,12500,5790000,134000,349000,45,302,1090,1260,790,955,257,88.9,
W,W310X38.7,W310X38.7,F,38.7,4940,310,311,165,165,5.84,6.35,3.18,9.65,9.52,17.3,27,19.1,8.54,47.2,84900000,610000,547000,131,7200000,134000,87500,38.4,125000,1.63E+11,12400,4910000,115000,300000,44.4,300,1090,1250,785,950,257,88.9,
W,W310X32.7,W310X32.7,F,32.7,4180,312,311,102,102,6.6,6.35,3.18,10.8,11.1,18.4,23.8,15.9,4.74,41.8,64900000,480000,416000,125,1940000,60000,37900,21.5,122000,44000000000,7740,2130000,78000,236000,26.4,302,907,1010,726,831,264,57.2,
W,W310X28.3,W310X28.3,F,28.3,3590,310,308,102,102,5.97,6.35,3.18,8.89,9.52,16.5,22.2,14.3,5.72,46.2,54100000,405000,349000,122,1570000,48800,30800,20.9,74900,35200000000,7680,1740000,64100,200000,25.9,302,902,1000,721,823,264,57.2,
W,W310X23.8,W310X23.8,F,23.8,3040,305,305,101,102,5.59,6.35,3.18,6.73,6.35,14.4,20.6,14.3,7.53,49.4,42900000,329000,280000,119,1170000,37000,23100,19.6,42900,26000000000,7550,1290000,48000,161000,25,297,889,991,711,813,264,57.2,
W,W310X21,W310X21,F,21,2680,302,302,101,102,5.08,4.76,3.18,5.72,6.35,13.3,19.1,14.3,8.82,54.3,36900000,285000,244000,117,982000,31100,19500,19.1,29300,21600000000,7480,1080000,40600,139000,24.4,297,884,986,706,805,264,57.2,
W,W250X167,W250X167,F,167,21200,290,289,264,264,19.2,19,9.52,31.8,31.8,44.5,49.2,25.4,4.17,10.4,298000000,2410000,2060000,118,98200000,1130000,742000,68.1,6290000,1.62E+12,17000,35700000,501000,1200000,78.2,259,1310,1570,843,1110,191,140,
W,W250X149,W250X149,F,149,18900,282,283,262,264,17.3,17.5,9.52,28.4,28.6,41.1,46,25.4,4.62,11.6,259000000,2130000,1840000,117,86200000,1000000,655000,67.3,4540000,1.38E+12,16600,30800000,441000,1050000,77.2,254,1290,1550,826,1090,191,140,
W,W250X131,W250X131,F,131,16800,274,276,262,260,15.4,15.9,7.94,25.1,25.4,37.8,42.9,23.8,5.18,13,222000000,1850000,1610000,115,74500000,870000,570000,66.8,3130000,1.16E+12,16300,26800000,385000,916000,75.9,249,1280,1540,810,1070,191,140,
W,W250X115,W250X115,F,115,14600,269,270,259,260,13.5,12.7,6.35,22.1,22.2,34.8,39.7,22.2,5.86,14.8,189000000,1600000,1410000,114,64100000,752000,493000,66,2130000,9.75E+11,16000,22900000,336000,793000,74.9,247,1270,1530,798,1060,191,140,
W,W250X101,W250X101,F,101,12800,264,264,257,257,11.9,12.7,6.35,19.6,19,32.3,36.5,22.2,6.58,16.7,164000000,1400000,1240000,113,55800000,657000,433000,65.8,1480000,8.32E+11,15700,19700000,293000,690000,74.2,245,1250,1510,785,1040,191,140,
W,W250X89,W250X89,F,89,11400,259,260,257,257,10.7,11.1,6.35,17.3,17.5,30,34.9,20.6,7.41,18.7,142000000,1220000,1090000,112,48300000,574000,377000,65.3,1030000,7.09E+11,15500,17200000,257000,603000,73.2,242,1240,1500,775,1030,191,140,
W,W250X80,W250X80,F,80,10200,257,257,254,254,9.4,9.52,4.76,15.6,15.9,28.4,33.3,20.6,8.15,21.2,126000000,1090000,983000,111,42900000,513000,338000,65,758000,6.23E+11,15300,15200000,229000,537000,72.4,241,1230,1490,767,1020,191,140,
W,W250X73,W250X73,F,73,9290,254,254,254,254,8.64,7.94,4.76,14.2,14.3,26.9,31.8,20.6,8.93,23.1,113000000,990000,895000,110,38900000,464000,306000,64.5,579000,5.56E+11,15200,13700000,210000,488000,72.1,240,1230,1490,762,1020,191,140,
W,W250X67,W250X67,F,67,8580,257,257,204,203,8.89,9.52,4.76,15.7,15.9,28.4,33.3,20.6,6.47,22.5,103000000,900000,805000,110,22200000,333000,218000,51.1,629000,3.22E+11,12300,9820000,185000,442000,57.7,241,1080,1290,716,919,191,140,
W,W250X58,W250X58,F,58,7420,252,251,203,203,8,7.94,4.76,13.5,12.7,26.2,30.2,20.6,7.53,25,87000000,767000,690000,108,18700000,282000,185000,50.3,406000,2.66E+11,12100,8280000,156000,377000,56.9,239,1070,1280,706,909,191,140,
W,W250X49.1,W250X49.1,F,49.1,6260,247,248,202,203,7.37,7.94,4.76,11,11.1,23.7,28.6,19.1,9.15,27.1,71200000,636000,574000,106,15200000,229000,151000,49.3,243000,2.12E+11,11900,6660000,127000,310000,55.9,236,1060,1270,696,899,191,140,
W,W250X44.8,W250X44.8,F,44.8,5700,267,267,148,146,7.62,7.94,4.76,13,12.7,20.6,28.6,17.5,5.7,29.5,70800000,600000,531000,111,6950000,145000,94200,34.8,259000,1.11E+11,9350,4450000,115000,298000,40.6,254,947,1090,681,828,210,69.9,
W,W250X38.5,W250X38.5,F,38.5,4910,262,264,147,146,6.6,6.35,3.18,11.2,11.1,18.8,27,17.5,6.56,34,59900000,513000,457000,110,5870000,123000,80100,34.5,167000,92600000000,9160,3760000,98000,252000,40.1,250,935,1080,671,815,210,69.9,
W,W250X32.7,W250X32.7,F,32.7,4190,259,257,146,146,6.1,6.35,3.18,9.14,9.52,16.8,23.8,15.9,7.99,36.9,49100000,426000,380000,108,4750000,100000,65100,33.8,99500,73800000000,9100,3050000,80000,211000,39.4,250,930,1080,665,810,210,69.9,
W,W250X28.4,W250X28.4,F,28.4,3630,259,260,102,102,6.35,6.35,3.18,10,9.52,17.7,23.8,15.9,5.09,35.4,40100000,354000,308000,105,1790000,54900,35100,22.2,97000,27900000000,6350,1630000,59800,174000,26.9,249,800,902,620,721,213,57.2,
W,W250X25.3,W250X25.3,F,25.3,3220,257,257,102,102,6.1,6.35,3.18,8.38,7.94,16,22.2,14.3,6.08,36.9,34100000,306000,265000,103,1480000,45900,29200,21.5,64900,22900000000,6320,1350000,49800,150000,26.4,248,792,894,615,716,213,57.2,
W,W250X22.3,W250X22.3,F,22.3,2850,254,254,102,102,5.84,6.35,3.18,6.86,6.35,14.5,20.6,14.3,7.41,38.5,28700000,262000,226000,100,1200000,37700,23800,20.6,43300,18300000000,6280,1090000,40600,128000,25.7,247,787,889,610,711,213,57.2,
W,W250X17.9,W250X17.9,F,17.9,2280,251,251,101,102,4.83,4.76,3.18,5.33,4.76,13,19.1,14.3,9.43,46.6,22400000,206000,179000,99.1,907000,28500,18000,19.9,22800,13700000000,6170,828000,31300,101000,25,245,780,881,602,704,213,57.2,
W,W200X100,W200X100,F,100,12700,229,229,210,210,14.5,14.3,7.94,23.7,23.8,33.8,41.3,23.8,4.43,11.1,113000000,1150000,990000,94.5,36900000,536000,351000,53.8,2100000,3.87E+11,10800,13400000,238000,570000,61.7,205,1040,1250,668,879,146,140,
W,W200X86,W200X86,F,86,11000,222,222,209,210,13,12.7,6.35,20.6,20.6,30.5,38.1,22.2,5.07,12.4,94900000,980000,852000,92.7,31300000,457000,300000,53.3,1390000,3.17E+11,10500,11300000,203000,487000,60.7,202,1030,1240,653,861,146,140,
W,W200X71,W200X71,F,71,9100,216,216,206,206,10.2,9.52,4.76,17.4,17.5,27.4,34.9,20.6,5.92,15.9,76600000,803000,708000,91.7,25300000,375000,246000,52.8,816000,2.50E+11,10200,9160000,169000,397000,59.7,199,1010,1220,638,843,146,140,
W,W200X59,W200X59,F,59,7550,210,210,205,206,9.14,9.52,4.76,14.2,14.3,24.2,31.8,20.6,7.21,17.6,60800000,652000,582000,89.7,20400000,303000,200000,51.8,466000,1.95E+11,10000,7280000,136000,323000,58.7,195,998,1200,625,828,146,140,
W,W200X52,W200X52,F,52,6650,206,206,204,203,7.87,7.94,4.76,12.6,12.7,22.6,30.2,20.6,8.1,20.5,52900000,569000,511000,89.2,17700000,264000,174000,51.6,320000,1.66E+11,9870,6330000,119000,280000,57.9,194,991,1190,617,820,146,140,
W,W200X46.1,W200X46.1,F,46.1,5890,203,203,203,203,7.24,7.94,4.76,11,11.1,21.1,28.6,19.1,9.19,22.3,45800000,498000,451000,88.1,15400000,231000,152000,51.3,223000,1.42E+11,9740,5490000,104000,246000,57.4,192,986,1190,610,813,146,140,
W,W200X41.7,W200X41.7,F,41.7,5320,205,203,166,165,7.24,7.94,4.76,11.8,11.1,21.8,23.8,15.9,7.03,22.3,40800000,446000,398000,87.6,9030000,166000,109000,41.1,224000,83800000000,8000,3930000,90500,220000,46.7,193,876,1040,577,742,156,102,
W,W200X35.9,W200X35.9,F,35.9,4570,201,200,165,165,6.22,6.35,3.18,10.2,9.52,20.2,22.2,14.3,8.12,25.9,34400000,379000,342000,86.9,7620000,140000,92300,40.9,144000,69600000000,7870,3310000,77200,185000,46,191,869,1030,569,734,156,102,
W,W200X31.3,W200X31.3,F,31.3,3970,210,210,134,133,6.35,6.35,3.18,10.2,9.52,17.8,22.2,14.3,6.59,27.5,31300000,334000,298000,88.6,4070000,93200,60800,32,117000,40800000000,6710,2280000,64900,166000,37.1,200,795,930,554,688,165,69.9,
W,W200X26.6,W200X26.6,F,26.6,3390,207,206,133,133,5.84,6.35,3.18,8.38,7.94,16,20.6,14.3,7.95,29.9,25800000,279000,249000,87.1,3320000,76400,49800,31.2,71600,32800000000,6650,1850000,52900,137000,36.3,198,787,922,546,681,165,69.9,
W,W200X22.5,W200X22.5,F,22.5,2860,206,206,102,102,6.22,6.35,3.18,8,7.94,15.6,20.6,14.3,6.37,28.1,20000000,223000,193000,83.6,1420000,43800,27900,22.3,57000,13900000000,5040,1030000,37900,109000,26.9,198,693,795,513,615,165,57.2,
W,W200X19.3,W200X19.3,F,19.3,2480,203,203,102,102,5.84,6.35,3.18,6.48,6.35,14.1,19.1,14.3,7.84,29.9,16500000,187000,162000,81.5,1140000,35200,22500,21.4,36300,11000000000,4990,820000,30500,90900,26.2,197,686,787,508,610,165,57.2,
W,W200X15,W200X15,F,15,1910,200,200,100,102,4.32,4.76,3.18,5.21,4.76,12.8,17.5,12.7,9.61,40.5,12800000,145000,128000,81.8,870000,27200,17400,21.4,17700,8300000000,4880,637000,24300,70300,25.7,195,681,780,500,602,165,57.2,
W,W150X37.1,W150X37.1,F,37.1,4740,162,162,154,156,8.13,7.94,4.76,11.6,11.1,17.9,23.8,14.3,6.68,15.5,22200000,310000,274000,68.6,7120000,140000,91900,38.6,192000,40300000000,5810,2590000,63600,154000,44.2,151,759,914,478,632,114,88.9,
W,W150X29.8,W150X29.8,F,29.8,3790,157,159,153,152,6.6,6.35,3.18,9.27,9.52,15.6,22.2,14.3,8.25,19.1,17200000,246000,220000,67.6,5540000,110000,72300,38.1,99900,30300000000,5660,2010000,50300,121000,43.2,148,749,902,467,620,114,88.9,
W,W150X22.5,W150X22.5,F,22.5,2860,152,152,152,152,5.84,6.35,3.18,6.6,6.35,13,19.1,14.3,11.5,21.6,12100000,177000,159000,65,3880000,77800,51000,36.8,42000,20500000000,5540,1390000,35200,87200,42.2,146,739,892,457,610,114,88.9,
W,W150X24,W150X24,F,24,3060,160,159,102,102,6.6,6.35,3.18,10.3,9.52,16.6,22.2,14.3,4.98,19.1,13400000,192000,167000,66,1840000,55600,36100,24.6,92800,10300000000,3820,1010000,36700,94600,28.7,149,602,704,422,523,114,57.2,
W,W150X18,W150X18,F,18,2290,153,152,102,102,5.84,6.35,3.18,7.11,6.35,13.5,19.1,14.3,7.14,21.6,9200000,136000,120000,63.2,1240000,38000,24600,23.3,37600,6630000000,3710,670000,24900,66900,27.4,146,589,691,409,511,114,57.2,
W,W150X13.5,W150X13.5,F,13.5,1730,150,149,100,102,4.32,4.76,3.18,5.46,4.76,11.8,17.5,12.7,9.16,29.2,6830000,102000,91100,62.7,916000,28200,18200,23,16900,4750000000,3610,495000,18800,49800,26.9,145,582,681,399,500,114,57.2,
W,W150X13,W150X13,F,13,1630,148,149,100,102,4.32,4.76,3.18,4.95,4.76,11.3,17.5,12.7,10.1,29.1,6200000,93900,83600,61.7,828000,25600,16600,22.6,13900,4240000000,3580,441000,16900,45600,26.7,143,579,678,396,495,114,57.2,
